PKT,MaxTemperatureC,MeanTemperatureC,MinTemperatureC,DewPointC,MeanDewPointC,MinDewpointC,MaxHumidity,MeanHumidity,MinHumidity,MaxSeaLeve Pressure,MeanSeaLevelPressure,MinSeaLevelPressure,MaxVisibility,MeanVisibility,MinVisibility,MaxWindSpeed,MeanWindSpeed,MaxGustSpeed,Precipitationmm,CloudCover,Events,WindDirDegrees
10,34,30,27,25,23,22,82,66,51,1012,1010,1008,7,5,3,23,11,,0.00,2,,226
10,34,30,25,24,22,19,83,65,43,1012,1010,1008,7,6,3,19,10,,0.00,2,,226
10,34,30,25,25,23,20,83,66,46,1012,1010,1001,6,5,3,23,13,,0.00,2,,233
10,37,31,25,26,23,17,84,67,30,1012,1010,1007,7,5,3,26,11,,0.00,1,Fog,251
10,34,30,26,25,23,19,82,67,46,1010,1007,1005,8,5,2,23,11,,0.00,3,,233
10,33,30,26,25,23,21,79,66,51,1008,1007,1005,6,5,3,26,16,,0.00,3,,229
10,34,30,27,26,23,22,79,67,48,1011,1009,1006,7,6,3,23,13,,0.00,4,,209
10,34,30,27,25,22,21,77,64,47,1013,1011,1010,7,5,3,19,11,,0.00,2,,216
10,35,30,24,24,19,11,83,59,23,1014,1012,1010,7,6,3,23,10,,0.00,3,,235
10,36,30,25,24,21,16,83,59,32,1015,1013,1011,8,6,2,23,13,,0.00,1,,246
10,37,31,26,24,20,15,79,54,27,1016,1013,1012,7,6,3,148,14,,0.00,1,,253
10,36,31,27,25,22,17,84,63,32,1015,1014,1012,7,6,3,19,13,,0.00,1,,247
10,37,31,25,24,20,7,83,55,18,1015,1013,1011,7,5,3,23,10,,0.00,,,253
10,37,32,27,25,22,12,89,63,22,1016,1013,1011,7,5,3,23,13,,0.00,2,,255
10,35,31,27,25,23,19,82,64,41,1016,1013,1011,8,6,3,26,13,,0.00,2,,239
10,35,31,26,25,22,13,84,63,31,1013,1011,1009,7,5,1,45,11,,0.00,2,Thunderstorm,231
10,36,31,25,23,18,12,79,49,26,1013,1011,1009,7,5,1,19,3,,0.00,3,,285
10,37,31,25,23,18,13,74,49,23,1015,1013,1011,6,5,2,21,6,,0.00,1,,257
10,37,31,25,24,19,7,79,56,16,1015,1012,1011,8,6,3,34,10,,0.00,,,234
10,34,29,25,24,21,3,89,65,24,1013,1011,1009,7,6,3,26,11,,0.00,1,,233
10,34,29,25,24,22,21,79,64,47,1013,1011,1009,7,6,3,26,13,,0.00,2,,233
10,34,29,23,24,16,13,83,48,24,1016,1014,1012,7,6,3,29,10,,0.00,1,,53
10,34,28,22,21,14,12,53,39,24,1018,1015,1013,7,6,3,29,13,,0.00,2,,21
10,34,29,23,17,13,11,57,39,23,1017,1015,1012,8,6,3,26,14,,0.00,1,,42
10,33,27,21,16,6,1,53,30,9,1018,1016,1013,8,6,3,26,14,,0.00,1,,28
10,33,27,20,9,6,3,40,26,11,1018,1016,1013,8,6,3,29,14,,0.00,,,28
10,33,27,20,12,7,5,43,27,13,1017,1015,1013,8,6,3,27,14,,0.00,,,32
11,33,28,22,11,7,4,41,27,13,1017,1014,1012,6,5,3,27,16,,0.00,,,23
11,34,28,22,17,8,5,40,28,16,1017,1015,1012,8,5,3,24,14,,0.00,,,23
11,35,28,21,17,10,7,61,33,17,1017,1015,1012,6,4,3,19,8,,0.00,,,337
11,34,27,20,24,17,13,74,52,24,1015,1012,1010,6,5,2,26,6,,0.00,1,,225
11,36,28,21,24,15,-1,89,48,5,1014,1012,1011,9,5,2,19,11,,0.00,2,,292
11,33,27,20,9,2,-7,37,21,7,1016,1013,1011,6,6,3,23,8,,0.00,,,41
11,33,26,19,14,6,2,50,29,13,1018,1015,1012,6,5,3,21,8,,0.00,,,29
11,33,26,18,13,8,2,56,34,11,1019,1016,1013,5,4,2,14,6,,0.00,,,22
11,34,26,18,18,8,2,71,37,13,1018,1015,1012,5,4,3,19,3,,0.00,,,1
11,34,27,19,18,11,5,84,42,14,1017,1014,1012,7,4,2,19,6,,0.00,,,9
11,33,27,20,21,9,7,52,34,15,1017,1015,1013,7,3,2,21,10,,0.00,,,30
11,34,28,21,18,11,8,61,38,18,1018,1015,1013,4,2,1,16,8,,0.00,,,26
11,33,26,19,23,16,10,100,59,23,1018,1015,1014,6,3,0,200,10,,0.00,,,256
11,32,26,20,24,19,16,84,66,37,1015,1013,1011,5,3,1,23,6,,0.00,3,,192
11,33,27,20,21,16,6,83,55,20,1014,1012,1011,9,6,2,19,6,,0.00,2,,247
11,33,27,21,18,11,4,73,40,17,1017,1014,1012,6,5,3,21,6,,0.00,1,,22
11,33,26,18,17,7,1,53,32,8,1016,1014,1012,8,5,3,19,6,,0.00,,,45
11,33,26,18,13,5,-2,72,33,9,1017,1015,1013,7,5,2,19,10,,0.00,1,,42
11,33,25,17,7,2,-2,40,24,10,1019,1016,1014,8,5,3,19,8,,0.00,,,24
11,33,24,16,10,3,0,40,25,11,1017,1015,1012,7,6,3,19,8,,0.00,,,23
11,32,26,18,8,2,-1,45,24,10,1016,1014,1012,6,5,3,26,13,,0.00,,,18
11,32,25,18,10,3,1,35,24,10,1016,1014,1011,8,5,3,19,10,,0.00,,,8
11,33,24,17,9,4,1,39,26,12,1017,1015,1013,7,5,3,21,10,,0.00,1,,17
11,31,25,19,9,5,1,40,27,10,1017,1015,1013,6,5,3,34,16,,0.00,1,,14
11,32,26,20,9,3,-1,33,23,10,1018,1016,1014,7,6,3,23,13,,0.00,2,,1
11,32,24,16,9,1,-13,44,26,4,1018,1016,1014,7,5,3,16,6,,0.00,,,358
11,30,22,13,12,2,-4,52,30,11,1017,1015,1012,7,5,3,16,5,,0.00,3,,225
11,30,22,14,12,2,-7,63,32,8,1018,1016,1014,7,6,3,26,8,,0.00,,,37
11,28,22,15,6,0,-6,36,23,7,1021,1018,1016,7,5,3,29,14,,0.00,,,32
11,30,22,15,11,0,-5,38,24,8,1021,1018,1015,8,5,3,23,11,,0.00,,,18
12,31,22,14,9,3,1,45,29,13,1019,1016,1014,6,5,3,19,5,,0.00,,,286
12,31,22,14,14,6,2,56,38,18,1019,1016,1015,5,4,3,14,5,,0.00,,,39
12,32,22,12,13,3,-5,59,33,7,1021,1018,1016,7,5,3,159,8,,0.00,,,316
12,31,22,14,19,12,6,78,53,23,1017,1015,1012,7,5,3,21,6,,0.00,,,251
12,31,23,16,21,16,4,88,67,25,1017,1015,1013,8,5,2,148,5,,0.00,,,185
12,30,23,16,18,13,6,88,60,23,1017,1015,1013,6,5,2,14,3,,0.00,3,,329
12,31,22,14,18,11,-1,77,53,18,1018,1016,1014,7,5,3,14,3,,0.00,3,,5
12,29,22,16,17,11,8,68,49,24,1018,1015,1013,6,4,3,14,6,,0.00,,,287
12,28,22,16,18,11,-6,77,50,16,1015,1014,1012,8,5,2,26,8,,0.00,2,,274
12,26,21,16,4,-3,-9,32,19,6,1018,1015,1011,7,5,1,40,13,,0.00,,,313
12,26,20,14,3,-6,-11,44,17,6,1016,1014,1012,6,3,0,45,21,,0.00,,,334
12,26,18,10,2,-5,-11,44,22,5,1017,1015,1013,5,4,2,19,8,,0.00,,,36
12,27,18,9,9,-1,-7,48,29,12,1018,1015,1014,6,4,3,19,10,,0.00,,,5
12,26,18,9,1,-3,-7,43,25,7,1020,1018,1016,6,5,3,24,10,,0.00,,,42
12,27,18,9,8,-2,-8,51,30,6,1019,1016,1014,7,5,3,14,8,,0.00,1,,354
12,27,19,10,14,8,2,65,46,22,1017,1014,1012,6,5,2,26,6,,0.00,1,,264
12,28,20,12,10,0,-10,67,32,4,1020,1017,1014,8,5,3,23,8,,0.00,,,31
12,27,19,11,3,-3,-8,46,23,6,1022,1020,1017,7,5,3,26,11,,0.00,,,38
12,27,18,10,12,2,-4,68,37,14,1020,1018,1016,7,5,3,19,8,,0.00,,,320
12,28,19,10,10,5,-2,77,43,15,1021,1018,1015,7,5,3,16,6,,0.00,,,35
12,27,19,11,8,2,-4,54,35,13,1020,1018,1016,7,5,3,19,10,,0.00,3,,24
12,27,20,12,15,9,3,73,51,33,1022,1019,1017,8,5,1,16,5,,0.00,,,106
12,26,20,13,7,-2,-10,52,27,5,1024,1022,1012,10,6,3,21,6,,0.00,,,16
12,24,17,10,14,-5,-9,73,23,5,1026,1023,1020,8,6,3,23,11,,0.00,,,29
12,27,18,8,8,-2,-6,48,29,9,1024,1021,1019,8,5,3,14,6,,0.00,,,19
12,28,19,10,8,2,-4,59,32,11,1023,1021,1019,6,4,3,21,8,,0.00,3,,36
12,28,20,12,14,4,-3,68,41,16,1023,1021,1019,5,4,3,13,3,,0.00,,,54
12,31,22,13,14,6,0,67,38,13,1024,1021,1020,7,4,3,19,5,,0.00,2,,40
12,31,22,14,18,7,2,77,41,16,1022,1019,1016,6,4,3,14,6,,0.00,2,,321
12,31,22,14,20,14,11,88,67,31,1018,1016,1013,7,4,2,14,3,,0.00,,,201
12,29,22,15,12,6,2,63,36,14,1021,1019,1016,6,4,3,37,16,,0.00,2,,25
