Año,Mes,Dia,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015,8,24,22,18,13,16,14,13,95,83,57,1005,1001,998,31,13,5,35,13,53,7.11,4,Fog,Rain,173
2015,8,25,20,17,14,14,12,9,94,73,41,1015,1011,1002,31,14,6,32,26,52,0.00,5,Rain,220
2015,8,26,26,21,16,18,15,13,94,67,38,1013,1011,1005,31,15,6,29,23,47,1.02,2,Rain,197
2015,8,27,17,14,13,17,13,12,94,85,70,1013,1010,1007,31,13,6,23,13,,9.91,5,Rain,211
2015,8,28,21,16,11,14,12,10,94,77,44,1021,1017,1013,31,13,10,14,10,,0.00,2,,222
2015,8,29,24,17,10,16,13,9,94,75,50,1023,1021,1018,10,10,10,10,6,,0.00,1,,93
2015,8,30,30,23,16,23,18,15,94,77,55,1018,1016,1014,10,9,6,16,6,,0.00,1,Rain-Thunderstorm,117
2015,8,31,30,24,18,21,17,14,94,77,35,1014,1011,1009,31,15,6,45,11,66,2.03,4,Rain,231
2015,9,1,18,14,11,16,13,9,94,82,57,1019,1014,1011,31,14,8,23,13,,3.05,4,Rain,315
2015,9,2,19,14,10,12,10,8,94,78,47,1019,1017,1016,31,17,10,14,8,,0.00,2,Rain,243
2015,9,3,17,13,10,12,11,8,94,84,50,1017,1015,1014,31,11,5,23,8,42,1.02,3,Rain-Thunderstorm,212
2015,9,4,15,13,11,10,9,8,94,73,57,1016,1016,1015,26,14,10,26,14,,0.00,3,Rain,255
2015,9,5,16,13,11,12,9,7,88,80,54,1022,1018,1016,26,12,5,26,16,,3.05,5,Rain,273
2015,9,6,16,12,9,10,8,6,93,71,40,1028,1025,1022,31,14,10,23,13,,0.00,3,Rain,298
2015,9,7,18,14,11,12,10,6,94,76,53,1029,1027,1026,31,15,4,21,13,,0.00,4,Rain,300
2015,9,8,17,14,12,12,11,10,94,79,57,1029,1026,1024,31,15,10,13,5,,0.00,6,Rain,46
2015,9,9,20,14,9,12,10,8,100,75,38,1025,1023,1021,31,13,1,21,6,,0.00,2,Fog,65
2015,9,10,20,13,7,9,8,6,93,67,31,1023,1021,1020,31,21,10,23,8,,0.00,1,,77
2015,9,11,21,13,6,10,8,6,93,67,29,1020,1017,1014,31,19,7,11,5,26,0.00,1,Fog,89
2015,9,12,21,17,13,16,12,7,94,73,45,1014,1012,1010,31,12,3,26,11,,2.03,5,Rain,176
2015,9,13,20,15,10,16,13,9,94,85,68,1013,1007,1001,31,15,6,24,10,,3.05,4,Fog-Rain,162
2015,9,14,18,14,11,14,12,7,100,84,58,1004,1001,998,31,13,6,26,13,,6.10,3,Fog-Rain-Thunderstorm,191
2015,9,15,17,13,9,9,7,6,88,68,42,1004,1002,1001,31,16,10,40,21,63,0.00,3,Rain,196
2015,9,16,19,16,12,17,13,7,94,84,63,1002,992,989,31,11,3,32,16,,5.08,4,Rain,162
2015,9,17,15,13,12,13,12,10,94,82,67,1010,999,991,31,12,3,45,27,64,6.10,4,Rain,213
2015,9,18,18,14,10,13,11,9,94,81,57,1016,1013,1010,31,16,10,26,14,,0.25,2,Rain,198
2015,9,19,17,14,11,13,11,9,98,84,60,1027,1021,1016,26,9,3,16,10,,2.03,4,Rain,277
2015,9,20,18,13,9,11,9,8,94,75,43,1027,1025,1022,31,15,10,11,6,,0.00,2,,265
2015,9,21,17,12,8,11,9,7,94,76,47,1023,1016,1008,31,15,8,21,11,,1.02,3,Rain,202
2015,9,22,16,13,10,11,10,7,94,85,66,1008,1002,999,31,13,5,19,14,,2.03,4,Rain,215
2015,9,23,15,12,10,12,10,8,100,85,63,1016,1009,1003,31,12,5,27,14,,7.11,5,Rain,257
2015,9,24,17,13,10,12,10,9,94,80,57,1020,1017,1015,31,17,8,29,16,,1.02,5,Rain,212
2015,9,25,18,13,8,10,8,6,94,75,41,1026,1022,1019,31,14,10,14,11,,0.00,1,Rain,259
2015,9,26,16,11,5,11,7,5,100,80,43,1029,1027,1026,27,10,0,14,5,,0.00,1,Fog,26
2015,9,27,17,11,4,10,7,5,100,79,43,1035,1032,1029,31,9,0,21,6,,0.00,2,Fog,58
2015,9,28,17,11,4,10,7,4,100,82,47,1038,1036,1035,31,11,0,23,6,,0.00,1,Fog,63
2015,9,29,17,11,4,8,6,4,100,75,35,1036,1034,1032,31,13,5,23,10,,0.00,1,Fog,64
2015,9,30,17,11,4,7,6,4,93,70,33,1034,1032,1031,31,27,11,26,10,45,0.00,,,71
2015,10,1,16,10,4,7,5,3,93,70,34,1032,1030,1028,31,24,10,23,10,35,0.00,1,,68
2015,10,2,17,10,3,8,6,2,100,74,39,1029,1024,1018,31,17,5,14,5,,0.00,,Fog,56
2015,10,3,20,12,4,10,8,4,100,77,40,1019,1015,1013,26,18,9,13,3,,0.00,,,215
2015,10,4,18,12,7,11,8,6,93,77,40,1017,1015,1014,26,10,5,14,6,,0.00,1,,200
2015,10,5,17,13,9,14,11,9,100,86,70,1015,1010,1004,31,13,3,14,10,,0.51,6,Rain,139
2015,10,6,19,16,13,16,14,12,100,91,79,1004,1002,1000,14,7,2,14,8,,0.76,5,Rain,173
2015,10,7,14,13,12,13,12,10,94,88,80,1016,1009,1003,31,10,2,26,16,,0.51,6,Rain,212
2015,10,8,15,11,7,11,9,6,100,84,61,1023,1020,1016,31,14,3,21,11,,0.00,6,Rain,244
2015,10,9,16,10,4,9,7,4,100,81,48,1023,1022,1021,31,14,8,10,5,,0.00,1,Fog,170
2015,10,10,12,9,6,10,8,6,100,92,81,1022,1020,1017,11,6,3,16,6,,0.00,6,Fog,54
2015,10,11,13,8,2,6,4,2,100,85,52,1018,1016,1015,19,7,1,14,6,,0.00,1,Fog,56
2015,10,12,11,6,1,6,3,1,100,84,54,1019,1017,1016,19,11,6,8,3,,0.00,,Fog,43
2015,10,13,5,3,1,3,2,0,100,87,74,1022,1018,1015,10,6,3,19,6,,0.00,6,Fog,12
2015,10,14,7,4,2,6,2,1,100,88,71,1022,1019,1017,13,7,2,14,6,,4.06,6,Rain,12
2015,10,15,6,4,2,5,3,2,100,91,81,1020,1019,1017,10,5,3,13,10,,2.03,6,Rain,16
2015,10,16,8,7,5,7,5,3,100,89,74,1020,1018,1016,10,6,0,13,8,,1.02,7,Fog-Rain,216
2015,10,17,9,8,6,7,6,5,95,90,78,1019,1017,1016,14,7,2,10,6,,0.25,6,Rain,151
2015,10,18,11,8,6,7,6,4,100,83,57,1021,1019,1018,11,7,2,8,3,,0.00,5,Fog-Rain,346
2015,10,19,12,10,9,10,9,6,100,91,71,1024,1022,1020,10,5,2,11,6,,0.00,7,Fog-Rain,350
2015,10,20,14,9,5,10,8,5,100,89,58,1025,1024,1023,26,9,2,14,5,,0.00,4,Fog-Rain,296
2015,10,21,12,8,4,10,8,4,100,89,67,1025,1020,1015,16,7,2,26,11,,0.76,5,Fog-Rain,211
2015,10,22,13,11,9,13,10,9,100,90,71,1022,1016,1014,27,9,2,21,16,,0.25,6,Rain,243
2015,10,23,13,10,7,10,8,5,94,78,53,1025,1023,1021,31,14,10,11,6,,0.00,6,,197
2015,10,24,14,12,9,9,8,5,88,77,56,1022,1017,1015,31,14,10,14,6,,0.00,5,Rain,182
2015,10,25,13,10,8,10,8,7,94,85,70,1026,1023,1018,31,13,6,11,8,,0.00,5,Rain,33
2015,10,26,15,11,7,11,8,5,100,85,60,1024,1019,1015,19,5,0,14,8,,0.00,5,Fog,117
2015,10,27,16,10,4,12,9,3,100,80,58,1016,1013,1011,19,11,3,14,8,,0.00,,Fog,127
2015,10,28,14,12,11,12,10,8,94,83,66,1012,1010,1008,19,12,5,16,11,,0.00,5,Rain,164
2015,10,29,15,11,8,11,8,7,94,85,62,1022,1017,1012,26,12,6,19,10,,0.00,2,Fog,197
2015,10,30,16,10,5,10,8,6,100,84,59,1025,1024,1021,31,17,6,14,8,,0.00,,Fog,130
2015,10,31,17,11,4,10,7,4,100,83,53,1028,1025,1023,26,9,2,13,6,,0.00,,Fog,135
2015,11,1,19,11,3,11,7,3,100,82,48,1031,1029,1028,19,9,5,11,5,,0.00,,Fog,136
2015,11,2,17,9,1,10,6,2,100,88,46,1029,1025,1023,19,5,0,8,3,,0.00,2,Fog,128
2015,11,3,18,10,2,9,6,1,100,69,43,1023,1019,1017,19,10,5,14,6,,0.00,,Fog,151
2015,11,4,16,13,11,12,9,7,94,77,54,1019,1017,1015,31,14,7,29,16,,0.51,5,Rain,187
2015,11,5,18,14,10,13,11,10,94,82,60,1020,1018,1016,31,13,3,23,13,,0.76,3,Rain,185
2015,11,6,17,16,13,16,13,12,94,88,68,1021,1019,1017,31,11,5,26,19,,0.51,6,Rain,212
2015,11,7,19,17,14,16,14,11,94,83,68,1026,1022,1021,31,13,5,35,19,55,0.51,5,Rain,224
2015,11,8,18,13,9,14,12,8,100,84,68,1029,1024,1018,31,16,10,29,13,,0.25,3,,190
2015,11,9,14,13,13,14,10,7,88,72,55,1025,1023,1019,26,13,10,37,24,60,0.00,4,Rain,240
2015,11,10,15,13,12,12,11,7,88,80,58,1026,1024,1023,31,14,10,35,29,53,0.51,6,,232
2015,11,11,13,12,11,10,8,7,88,74,57,1026,1024,1023,26,14,10,26,18,,0.00,6,,213
2015,11,12,16,13,11,11,9,9,88,79,58,1027,1024,1021,31,14,10,23,14,,0.00,5,,208
2015,11,13,14,11,7,11,7,2,82,72,51,1027,1022,1020,19,13,4,40,21,69,2.03,3,Rain,236
2015,11,14,11,8,6,8,6,2,93,80,61,1028,1025,1017,31,17,5,40,24,58,1.02,6,Rain,229
2015,11,15,16,12,8,11,10,8,94,78,65,1017,1014,1013,26,14,5,43,35,64,0.00,6,Rain,245
2015,11,16,13,12,11,12,9,-17,94,79,11,1016,1014,1011,31,13,3,29,23,40,2.03,6,Rain,222
2015,11,17,16,13,12,14,11,8,100,81,60,1012,1008,1005,31,12,4,48,27,77,1.02,5,Rain,230
2015,11,18,14,13,12,11,8,6,94,68,52,1018,1014,1007,26,13,3,45,35,77,4.06,5,Rain,239
2015,11,19,12,10,8,11,9,7,99,84,58,1016,1013,1010,26,9,3,35,24,50,18.03,5,Rain,250
2015,11,20,9,7,5,8,6,2,88,81,67,1013,1007,1000,31,14,6,26,16,,0.00,4,Rain,253
2015,11,21,6,4,2,4,2,0,93,85,76,1005,999,995,31,12,5,24,18,,4.06,4,Rain,271
2015,11,22,5,2,0,2,1,-1,93,87,72,1017,1010,1005,31,14,9,19,13,,0.76,4,Rain-Snow,288
2015,11,23,6,2,-1,1,-1,-2,93,83,57,1026,1023,1018,31,17,6,19,8,,0.00,,,239
2015,11,24,6,2,0,4,1,-2,93,82,65,1025,1015,1007,19,11,3,39,23,63,3.05,6,Rain-Snow,204
2015,11,25,9,6,3,5,4,2,93,88,71,1012,1008,1006,31,12,5,26,14,,3.05,4,Rain,271
2015,11,26,9,6,2,4,2,1,100,84,60,1022,1018,1012,31,16,10,11,8,,0.00,2,Rain,252
2015,11,27,6,3,1,3,2,1,100,86,74,1022,1015,1007,26,11,6,32,14,,0.00,6,Rain,195
2015,11,28,8,6,3,5,2,1,93,77,57,1016,1012,1006,19,12,3,45,26,66,1.02,5,Rain,238
2015,11,29,11,9,6,9,7,4,94,84,73,1013,1011,1009,19,10,4,45,35,66,2.03,6,Rain,233
2015,11,30,11,9,8,10,8,4,94,84,60,1020,1017,1014,19,9,3,48,29,69,7.11,6,Rain,247
2015,12,1,13,11,9,11,9,8,100,88,74,1028,1023,1017,27,8,2,29,19,,2.03,7,Rain,250
2015,12,2,12,11,9,8,6,4,82,68,54,1028,1027,1026,31,13,10,23,16,,0.00,6,,214
2015,12,3,12,10,8,6,5,4,81,72,54,1029,1026,1020,31,15,10,27,16,,0.00,5,,196
2015,12,4,9,8,7,8,5,3,93,77,59,1032,1027,1019,31,14,3,34,24,,0.76,4,Rain,228
2015,12,5,8,7,6,4,3,-1,87,71,43,1032,1026,1021,31,22,10,34,26,48,0.00,1,,209
2015,12,6,11,8,6,8,6,3,87,78,61,1027,1023,1020,31,14,10,35,26,50,0.00,5,,211
2015,12,7,13,11,9,8,7,6,93,80,66,1031,1029,1027,19,14,6,19,14,,0.00,4,Rain,186
2015,12,8,12,10,8,9,7,5,94,82,65,1029,1027,1025,26,14,6,26,19,,1.02,6,Rain,195
2015,12,9,9,7,5,7,4,3,93,82,58,1038,1035,1029,19,15,10,24,16,,0.00,3,,225
2015,12,10,6,4,3,4,2,1,93,82,67,1037,1031,1025,26,14,10,29,18,,0.00,3,,198
2015,12,11,9,6,3,8,5,1,93,88,73,1026,1024,1022,26,9,2,32,24,,7.87,6,Rain,223
2015,12,12,11,8,6,8,6,4,93,84,71,1025,1022,1017,31,15,6,40,14,63,0.00,4,Rain,222
2015,12,13,8,8,7,8,7,6,100,90,73,1022,1020,1016,26,6,1,37,19,55,3.05,6,Rain,208
2015,12,14,8,7,5,7,4,3,93,84,72,1022,1019,1018,31,14,10,18,8,,0.00,4,,182
2015,12,15,11,8,5,8,6,4,93,85,75,1023,1021,1019,16,11,10,21,13,,0.00,2,Rain,179
2015,12,16,13,11,9,12,11,8,100,90,79,1025,1022,1020,19,8,3,24,18,,2.03,7,Rain,218
2015,12,17,16,14,12,12,10,8,88,78,50,1025,1021,1018,31,16,10,26,18,,0.00,6,Rain,201
2015,12,18,12,11,10,11,9,8,94,83,67,1024,1022,1019,27,13,10,21,16,,0.00,6,Rain,221
2015,12,19,14,12,9,12,10,8,100,85,71,1022,1019,1015,31,14,3,23,18,,0.00,4,Rain,191
2015,12,20,13,12,11,10,8,7,94,75,63,1019,1016,1013,31,19,10,29,19,,1.02,3,Rain,198
2015,12,21,11,10,9,10,8,6,94,81,66,1023,1020,1018,31,10,3,47,27,69,0.00,5,Rain,224
2015,12,22,13,12,10,11,9,7,96,82,60,1023,1021,1018,31,13,5,37,27,63,0.00,6,Rain,213
2015,12,23,11,9,7,10,7,6,94,81,65,1027,1023,1017,26,14,10,35,26,53,0.00,4,Rain,217
2015,12,24,13,9,6,9,7,6,100,82,62,1025,1019,1016,31,13,7,35,19,60,1.02,4,Rain,201
2015,12,25,13,10,7,11,8,5,100,84,74,1027,1025,1023,26,14,8,34,18,48,2.03,5,Rain,211
2015,12,26,14,12,11,9,8,7,82,76,64,1026,1025,1023,31,22,10,32,26,45,0.00,4,,214
2015,12,27,14,11,8,9,7,6,93,76,60,1029,1025,1023,26,20,10,26,23,,0.00,5,,206
2015,12,28,13,8,4,7,6,3,100,80,53,1029,1024,1020,26,20,19,19,11,,0.00,,,143
2015,12,29,11,8,6,7,6,4,100,80,68,1029,1024,1019,31,17,10,24,16,,0.00,4,,186
2015,12,30,9,8,6,6,5,4,100,83,66,1029,1022,1012,31,23,10,27,18,,0.00,,,163
2015,12,31,9,8,6,7,4,3,93,76,57,1022,1018,1012,31,15,10,32,21,45,0.00,3,Rain,201
