CET,Temperatura m‡ximaC,Temperatura mediaC,Temperatura m’nimaC,Punto de roc’oC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presi—n al nivel del marhPa, Mean Presi—n al nivel del marhPa, Min Presi—n al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de r‡fagasKm/h,Precipitaci—nmm, CloudCover, Eventos,WindDirDegrees
2010-8-21,28,23,19,18,16,13,83,62,48,1023,1022,1020,10,10,10,14,10,,0.00,3,,254
2010-8-22,25,21,17,20,17,15,100,81,61,1020,1016,1012,10,10,5,27,11,50,0.00,4,Lluvia-Tormenta,225
2010-8-23,24,20,17,18,16,14,100,81,60,1012,1004,1000,10,10,10,37,14,50,0.00,3,Lluvia,190
2010-8-24,19,17,14,15,9,6,88,62,43,1012,1008,1002,10,10,10,27,19,48,0.00,2,,249
2010-8-25,20,17,13,11,9,7,77,66,56,1016,1015,1012,10,10,10,26,18,39,0.00,4,,241
2010-8-26,21,17,13,18,16,12,100,86,73,1012,1008,1004,10,9,2,34,14,52,0.00,6,Lluvia,204
2010-8-27,19,14,11,17,14,11,100,95,78,1010,1003,1000,10,6,3,26,13,,0.00,6,Lluvia-Tormenta,276
2010-8-28,17,13,10,12,10,8,100,85,59,1016,1015,1011,10,10,7,23,13,37,0.00,4,Lluvia-Tormenta,262
2010-8-29,15,11,8,11,9,5,94,82,72,1014,1010,1004,10,10,8,26,19,40,0.00,6,Lluvia,236
2010-8-30,13,10,7,12,9,7,100,94,77,1018,1010,1003,10,7,2,24,13,,0.00,6,Lluvia,299
2010-8-31,18,13,9,12,10,8,100,83,52,1023,1022,1020,10,8,1,16,8,,0.00,5,Niebla,285
2010-9-1,15,12,10,12,11,10,100,92,72,1022,1020,1020,10,8,2,13,8,,0.00,5,Lluvia,269
2010-9-2,16,12,9,13,11,8,100,92,72,1020,1020,1019,10,8,3,10,5,,0.00,5,Lluvia,276
2010-9-3,19,16,12,14,11,10,100,82,59,1021,1020,1020,10,6,0,10,5,,0.00,6,Niebla,81
2010-9-4,18,13,9,13,9,6,100,80,49,1023,1021,1019,10,6,0,11,6,,0.00,4,Niebla,280
2010-9-5,18,12,6,10,7,5,100,72,45,1023,1023,1022,10,10,10,16,10,,0.00,2,,97
2010-9-6,18,13,8,8,6,5,87,61,42,1023,1018,1013,10,10,10,26,14,42,0.00,1,,104
2010-9-7,14,12,10,10,7,5,82,70,59,1013,1008,1005,10,10,10,26,18,47,0.00,6,Lluvia,111
2010-9-8,15,13,12,14,11,9,100,85,72,1007,1005,1003,10,9,6,27,19,47,0.00,6,Lluvia,122
2010-9-9,16,13,12,15,13,11,100,92,88,1017,1012,1008,10,9,4,16,10,,0.00,6,Lluvia,238
2010-9-10,18,16,13,14,12,12,100,83,72,1022,1021,1019,10,8,5,23,13,,0.00,6,Lluvia,241
2010-9-11,23,18,14,12,11,10,82,64,46,1020,1019,1018,10,10,10,16,11,,0.00,6,,193
2010-9-12,23,18,13,16,13,11,100,81,64,1021,1019,1018,10,8,4,16,10,,0.00,5,Lluvia,271
2010-9-13,18,14,11,13,11,9,100,83,59,1026,1024,1021,10,7,3,14,11,,0.00,4,,258
2010-9-14,17,14,12,14,13,11,94,85,72,1021,1015,1011,10,9,5,29,21,45,0.00,6,Lluvia,229
2010-9-15,16,13,10,14,8,4,100,70,51,1010,1008,1006,10,10,7,29,21,48,0.00,4,Lluvia,248
2010-9-16,16,11,7,10,8,6,100,79,55,1010,1008,1006,10,10,10,29,18,45,0.00,5,Lluvia,238
2010-9-17,13,11,9,10,8,7,100,87,72,1015,1011,1008,10,9,5,23,14,37,0.00,4,Lluvia,252
2010-9-18,13,10,8,8,7,5,100,81,58,1017,1017,1015,10,9,6,23,13,,0.00,5,Lluvia,249
2010-9-19,15,10,6,8,6,4,87,70,55,1018,1017,1016,10,10,10,21,13,,0.00,3,Lluvia,222
2010-9-20,19,16,12,9,8,7,72,62,49,1017,1015,1014,10,10,10,26,16,42,0.00,3,,226
2010-9-21,19,14,11,15,12,8,100,85,63,1022,1021,1017,10,7,4,14,8,,0.00,5,,260
2010-9-22,23,17,11,13,11,9,94,66,47,1022,1020,1018,10,10,10,16,11,,0.00,,,151
2010-9-23,25,20,15,14,12,10,77,64,44,1017,1012,1006,10,10,10,19,13,,0.00,1,,178
2010-9-24,18,14,12,13,12,11,100,89,72,1006,1002,1000,10,8,5,21,11,,0.00,5,Lluvia,218
2010-9-25,13,10,7,12,7,4,100,81,58,1007,1005,1002,10,9,2,14,10,,0.00,4,Lluvia,279
2010-9-26,16,10,5,8,6,4,100,78,51,1009,1008,1007,10,10,10,13,5,,0.00,3,,246
2010-9-27,9,8,8,9,8,7,100,94,87,1011,1010,1008,9,6,3,16,11,35,0.00,6,Lluvia,257
2010-9-28,11,9,8,11,9,8,100,98,93,1019,1015,1011,5,3,1,10,6,,0.00,7,Niebla,294
2010-9-29,12,7,3,8,6,3,100,86,62,1020,1019,1019,10,8,3,13,6,,0.00,4,Niebla,106
2010-9-30,13,9,6,10,7,4,94,85,72,1019,1016,1014,10,9,7,23,13,,0.00,5,,144
2010-10-1,14,12,11,11,11,9,100,90,72,1014,1013,1013,10,6,1,19,6,,0.00,6,,141
2010-10-2,16,13,11,12,10,8,94,83,72,1013,1011,1010,10,10,10,23,16,37,0.00,5,Lluvia,157
2010-10-3,22,18,15,14,12,11,88,70,53,1010,1008,1005,10,10,10,27,19,,0.00,5,Lluvia,144
2010-10-4,21,17,14,13,12,11,82,71,56,1005,1003,1002,10,10,10,24,18,,0.00,,,130
2010-10-5,19,17,14,14,12,10,88,77,68,1010,1006,1003,10,10,10,19,11,,0.00,5,,181
2010-10-6,19,14,11,14,12,10,100,78,64,1017,1012,1010,10,10,10,23,10,37,0.00,3,,149
2010-10-7,18,16,13,15,14,12,100,90,77,1022,1020,1017,10,9,7,14,6,,0.00,5,,89
2010-10-8,17,14,12,12,11,7,88,79,68,1021,1020,1020,10,10,8,26,16,,0.00,5,,125
2010-10-9,19,13,7,8,6,4,93,65,42,1020,1018,1017,10,10,8,24,14,,0.00,,,114
2010-10-10,17,11,6,5,3,0,81,61,38,1017,1015,1015,10,10,10,23,13,,0.00,,,109
2010-10-11,16,9,2,3,2,-1,93,64,34,1018,1016,1015,10,10,8,21,11,,0.00,,,98
2010-10-12,10,5,0,6,3,-1,100,87,66,1018,1017,1017,10,7,6,13,3,,0.00,2,,88
2010-10-13,11,6,1,4,3,0,100,82,62,1018,1017,1016,10,8,6,14,8,,0.00,6,,106
2010-10-14,9,4,-1,8,4,-1,100,94,81,1017,1016,1015,7,4,2,13,6,,0.00,6,,252
2010-10-15,12,10,8,11,9,7,100,97,77,1016,1013,1009,10,5,1,13,10,,0.00,6,Niebla-Lluvia,272
2010-10-16,8,7,5,8,6,4,100,97,93,1018,1011,1007,10,6,1,21,10,,0.00,7,Niebla-Lluvia,360
2010-10-17,6,4,2,6,4,1,100,95,93,1023,1021,1018,10,6,2,10,6,,0.00,7,Niebla,30
2010-10-18,7,3,0,5,2,0,100,86,71,1022,1020,1015,10,6,1,23,8,,0.00,5,Niebla,198
2010-10-19,10,8,6,7,6,4,100,88,71,1009,1005,1003,10,9,6,29,21,,0.00,5,Lluvia,239
2010-10-20,9,6,3,6,4,1,100,89,66,1016,1008,1002,10,8,2,21,14,40,0.00,5,Lluvia,273
2010-10-21,8,4,2,3,0,-3,93,73,57,1021,1020,1018,10,10,8,27,21,48,0.00,4,Lluvia,241
2010-10-22,9,7,4,4,2,-2,81,74,65,1020,1018,1017,10,10,10,26,21,,0.00,3,,219
2010-10-23,10,7,4,4,1,-6,81,64,32,1014,1007,1001,10,10,10,35,19,47,0.00,4,Lluvia,187
2010-10-24,9,7,4,5,3,2,87,77,66,1014,1007,1000,10,10,10,32,23,52,0.00,4,Lluvia,256
2010-10-25,9,6,2,5,2,0,100,84,62,1026,1021,1014,10,10,10,13,10,,0.00,2,,272
2010-10-26,9,7,4,4,2,-2,87,73,53,1028,1027,1026,10,10,10,19,11,,0.00,3,,242
2010-10-27,10,8,6,6,2,-4,81,64,46,1024,1021,1020,10,9,6,26,14,,0.00,5,Lluvia,197
2010-10-28,13,10,7,8,6,4,87,78,67,1020,1019,1018,10,10,10,24,14,,0.00,5,,227
2010-10-29,16,11,6,8,5,3,87,69,48,1019,1010,1003,10,10,10,32,18,47,0.00,6,,151
2010-10-30,16,12,7,10,6,4,100,67,54,1005,1003,1002,10,10,10,21,14,,0.00,4,Lluvia,169
2010-10-31,14,9,5,12,8,5,100,91,67,1005,1003,1002,10,9,7,16,8,,0.00,2,Lluvia,115
2010-11-1,9,7,6,9,7,6,100,97,87,1014,1009,1005,8,2,0,11,6,,0.00,6,Niebla,275
2010-11-2,12,9,6,9,7,6,100,85,67,1014,1013,1012,10,8,4,24,14,,0.00,5,,216
2010-11-3,12,11,11,12,9,7,100,87,72,1015,1012,1009,10,8,3,35,26,55,0.00,6,Lluvia,244
2010-11-4,15,14,13,13,12,10,100,84,77,1019,1017,1014,10,9,6,37,29,60,0.00,6,Lluvia,246
2010-11-5,14,13,12,12,11,9,100,92,72,1020,1018,1015,10,9,4,32,27,61,0.00,6,Lluvia,234
2010-11-6,13,10,6,11,8,6,100,96,82,1013,1012,1010,10,7,3,32,16,53,0.00,6,Lluvia,269
2010-11-7,7,4,3,6,3,1,100,90,81,1009,1003,999,10,9,0,23,8,,0.00,6,Niebla-Lluvia,83
2010-11-8,7,4,2,3,2,0,93,87,76,994,985,979,10,10,9,21,16,,0.00,4,Lluvia,125
2010-11-9,9,6,3,6,4,2,100,90,71,982,979,977,10,9,6,19,13,,0.00,5,Lluvia,131
2010-11-10,9,6,3,8,6,3,100,95,87,1001,990,983,10,8,1,16,11,,0.00,6,Niebla-Lluvia,220
2010-11-11,8,6,4,6,2,-2,93,76,57,1007,998,985,10,10,8,50,26,84,0.00,4,Lluvia,201
2010-11-12,12,10,8,9,5,3,100,71,54,995,992,988,10,10,6,42,34,77,0.00,4,Lluvia,243
2010-11-13,13,11,9,12,10,8,100,97,87,998,995,992,10,7,3,35,19,,0.00,6,Lluvia,228
2010-11-14,17,14,12,11,9,7,88,73,55,1002,998,996,10,10,10,35,24,53,0.00,4,Lluvia,198
2010-11-15,8,7,5,5,4,3,93,82,71,1018,1014,1009,10,10,10,11,6,,0.00,5,,275
2010-11-16,5,3,1,5,3,0,100,97,93,1022,1021,1019,10,4,0,13,5,,0.00,5,Niebla,274
2010-11-17,5,2,0,3,1,0,100,86,75,1016,1012,1009,10,10,10,16,10,,0.00,6,Lluvia,78
2010-11-18,7,6,4,4,3,2,100,86,76,1011,1009,1008,10,10,10,8,3,,0.00,6,,136
2010-11-19,8,7,5,4,4,3,93,83,71,1016,1014,1012,10,10,10,19,8,,0.00,5,,196
2010-11-20,8,6,4,5,4,3,100,86,71,1016,1014,1013,10,10,10,11,6,,0.00,5,,134
2010-11-21,7,3,0,3,1,-1,100,86,66,1010,1009,1007,10,9,7,24,13,,0.00,5,,98
2010-11-22,4,3,2,3,2,1,100,92,87,1005,1002,1000,10,8,3,13,10,,0.00,6,Lluvia-Nieve,353
2010-11-23,4,3,2,3,2,1,100,97,93,1002,1001,1000,10,9,7,26,18,42,0.00,6,Lluvia,277
2010-11-24,2,0,-1,2,1,-1,100,98,93,1005,1004,1003,10,8,2,14,10,,0.00,6,Lluvia-Nieve,256
2010-11-25,4,2,0,3,1,0,100,96,81,1003,1002,1001,10,4,0,13,6,,0.00,6,Niebla-Lluvia-Nieve,214
2010-11-26,1,-1,-2,-1,-3,-4,100,93,70,1004,1003,1002,10,6,1,10,5,,0.00,6,Nieve,260
2010-11-27,1,-3,-6,-3,-4,-6,100,85,75,1005,1004,1004,10,10,10,16,8,,0.00,4,,137
2010-11-28,-2,-4,-7,-4,-5,-8,93,88,80,1006,1005,1005,10,8,6,19,10,,0.00,5,,95
2010-11-29,-2,-3,-4,-2,-4,-7,100,94,80,1012,1007,1004,10,5,1,19,10,,0.00,6,Nieve,67
2010-11-30,-3,-4,-5,-4,-7,-9,93,82,74,1014,1013,1012,10,10,6,27,16,,0.00,6,Nieve,79
2010-12-1,-8,-9,-9,-11,-12,-14,86,74,63,1008,1006,1004,10,10,6,32,24,47,0.00,6,Nieve,78
2010-12-2,-7,-9,-11,-10,-12,-14,93,80,68,1008,1007,1006,10,9,4,13,6,,0.00,5,Nieve,225
2010-12-3,-4,-7,-10,-8,-10,-13,86,80,74,1013,1010,1008,10,9,6,13,8,,0.00,3,,190
2010-12-4,0,-4,-8,-4,-8,-11,80,69,59,1016,1013,1010,10,10,10,35,19,37,0.00,5,Nieve,168
2010-12-5,3,1,0,0,-1,-2,100,89,75,1008,1002,1000,10,7,1,39,27,60,0.00,6,Lluvia-Nieve,206
2010-12-6,2,-2,-5,-1,-3,-6,93,84,70,1002,1001,1000,10,10,10,16,10,,0.00,6,,139
2010-12-7,0,-3,-6,-1,-3,-6,100,91,86,1004,1003,1002,10,8,5,13,6,,0.00,6,Nieve,78
2010-12-8,-1,-3,-4,-2,-3,-4,100,96,93,1010,1005,1003,5,2,1,14,10,,0.00,6,Nieve,8
2010-12-9,0,-2,-3,0,-2,-4,100,95,87,1021,1016,1010,10,5,1,24,18,40,0.00,7,Niebla-Lluvia-Nieve,272
2010-12-10,3,1,-1,3,1,-1,100,98,93,1028,1025,1019,10,6,0,27,11,53,0.00,7,Niebla-Lluvia-Nieve,251
2010-12-11,5,4,3,4,4,3,100,97,93,1018,1015,1011,10,5,2,29,26,60,0.00,7,Lluvia,271
2010-12-12,3,0,-4,2,-2,-9,100,89,69,1021,1015,1010,10,9,5,23,16,,0.00,6,Lluvia-Nieve,324
2010-12-13,-3,-6,-7,-5,-7,-9,100,88,74,1024,1022,1019,10,7,2,16,6,,0.00,4,Nieve,259
2010-12-14,-4,-6,-6,-4,-6,-7,100,95,86,1029,1027,1023,10,6,1,11,6,,0.00,6,Nieve,293
2010-12-15,-3,-4,-6,-4,-7,-9,100,90,74,1028,1024,1021,10,8,2,13,10,,0.00,5,Nieve,291
2010-12-16,-1,-6,-10,-2,-5,-12,100,86,63,1017,1003,993,10,5,1,37,19,53,0.00,6,Nieve,206
2010-12-17,-2,-3,-5,-3,-4,-7,100,97,86,996,994,992,10,7,1,13,8,,0.00,6,Nieve,236
2010-12-18,-4,-7,-8,-7,-9,-11,93,80,69,1000,998,995,10,9,3,16,13,,0.00,4,Nieve,149
2010-12-19,0,-3,-6,0,-4,-9,100,88,80,997,993,986,10,6,1,24,14,,0.00,6,Nieve,145
2010-12-20,-4,-9,-13,-5,-8,-15,100,92,80,1007,1004,999,9,5,2,21,13,,0.00,7,Lluvia-Nieve,209
2010-12-21,0,-7,-14,0,-3,-16,100,96,80,1006,1004,1003,10,9,1,13,6,,0.00,6,Nieve,117
2010-12-22,2,1,0,1,1,0,100,98,93,1003,1002,1001,10,8,5,21,10,,0.00,6,Lluvia,133
2010-12-23,0,-2,-3,0,-2,-3,100,98,93,1001,1000,999,10,2,0,10,5,,0.00,6,Niebla-Lluvia,325
2010-12-24,-3,-4,-5,-3,-4,-5,100,99,93,1012,1007,1002,8,4,1,13,10,,0.00,6,Nieve,349
2010-12-25,-5,-8,-11,-5,-8,-12,100,96,92,1024,1021,1012,10,9,4,11,8,,0.00,6,Nieve,295
2010-12-26,-1,-3,-6,-1,-3,-6,100,99,93,1023,1022,1021,6,3,0,16,8,,0.00,6,Niebla-Nieve,252
2010-12-27,1,0,-2,0,-1,-3,100,96,86,1021,1020,1019,10,4,1,11,8,,0.00,6,Nieve,243
2010-12-28,0,-2,-4,-2,-4,-6,100,82,69,1021,1019,1018,10,7,0,19,13,,0.00,,,128
2010-12-29,1,-2,-5,0,-4,-6,100,93,86,1024,1023,1021,10,9,7,19,14,,0.00,3,,133
2010-12-30,0,-5,-10,0,-4,-10,100,96,86,1025,1024,1023,10,7,0,14,6,,0.00,5,Niebla,216
2010-12-31,0,-1,-1,0,0,-2,100,99,93,1024,1023,1022,8,3,0,16,8,,0.00,7,Niebla,271
