EST,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees<br />
8/17/2010,34,31,27,25,24,23,91,72,52,1019,1016,1014,16,16,16,24,8,35,0,4,,136<br />
8/18/2010,33,31,27,26,25,23,88,72,56,1019,1018,1016,16,16,16,23,10,29,0,3,,111<br />
8/19/2010,34,30,26,26,24,22,88,72,56,1018,1016,1014,16,16,16,24,9,34,T,3,Rain,129<br />
8/20/2010,33,29,26,26,24,21,85,71,56,1016,1015,1013,16,15,1,29,4,35,12.45,4,Rain-Thunderstorm,145<br />
8/21/2010,36,30,24,28,24,23,100,76,52,1016,1015,1013,16,15,5,35,4,50,40.64,6,Rain-Thunderstorm,308<br />
8/22/2010,32,29,26,26,24,22,100,78,56,1015,1014,1013,16,16,16,27,6,37,0.25,6,Rain-Thunderstorm,173<br />
8/23/2010,33,29,26,26,24,23,85,73,60,1015,1014,1012,16,15,5,37,5,56,18.03,6,Rain,190<br />
8/24/2010,35,31,27,26,24,21,94,70,46,1016,1013,1012,16,16,13,23,9,29,0,6,,209<br />
8/25/2010,33,30,27,26,25,24,94,77,60,1017,1015,1014,16,15,13,23,6,34,3.05,7,Rain,118<br />
8/26/2010,32,28,23,26,24,22,91,78,64,1018,1016,1015,16,14,0,40,10,48,32.77,7,Rain-Thunderstorm,88<br />
8/27/2010,33,31,27,26,24,22,91,72,52,1016,1015,1014,16,15,11,24,11,35,0,4,,76<br />
8/28/2010,33,31,27,26,24,23,85,73,60,1016,1015,1014,16,16,16,35,16,45,T,4,Rain,77<br />
8/29/2010,33,29,26,26,25,23,100,82,64,1019,1016,1014,16,15,8,29,13,39,3.05,5,Rain,75<br />
8/30/2010,32,28,25,26,24,23,100,84,68,1019,1017,1016,16,14,3,29,9,37,8.89,7,Rain,58<br />
8/31/2010,32,29,25,24,23,22,91,74,56,1017,1015,1013,16,16,10,37,18,48,1.52,4,Rain,61<br />
9/1/2010,32,29,26,24,23,21,85,70,55,1013,1011,1010,16,15,8,35,16,47,3.81,4,Rain,49<br />
9/2/2010,34,29,25,25,23,19,88,66,44,1015,1012,1010,16,16,14,24,7,35,0,2,,213<br />
9/3/2010,33,29,24,26,25,24,94,79,64,1017,1015,1014,16,14,1,42,5,52,49.28,5,Fog-Rain-Thunderstorm,182<br />
9/4/2010,35,30,25,26,24,22,100,73,46,1017,1015,1013,16,16,13,34,7,42,12.95,5,Rain-Thunderstorm,212<br />
9/5/2010,33,29,25,25,24,23,88,74,59,1017,1015,1013,16,15,6,27,5,37,16.51,6,Rain-Thunderstorm,331<br />
9/6/2010,31,28,24,26,24,22,100,85,70,1021,1017,1015,16,13,2,29,9,37,14.22,7,Rain-Thunderstorm,86<br />
9/7/2010,32,28,24,24,24,23,100,80,59,1019,1017,1016,16,15,2,42,11,60,17.53,7,Rain-Thunderstorm,81<br />
9/8/2010,33,29,25,25,24,23,91,78,64,1018,1016,1014,16,15,10,32,13,42,3.56,5,Rain,95<br />
9/9/2010,33,30,27,26,24,23,91,78,64,1015,1014,1012,16,16,10,21,9,29,T,5,Rain,112<br />
9/10/2010,32,29,27,26,25,22,85,75,64,1014,1013,1011,16,16,11,19,6,23,3.56,5,Rain-Thunderstorm,120<br />
9/11/2010,33,30,27,26,25,23,94,79,64,1015,1014,1012,16,16,16,21,5,27,13.21,4,,104<br />
9/12/2010,32,28,25,25,24,21,91,80,68,1015,1014,1013,16,15,5,34,5,42,39.88,4,Rain-Thunderstorm,111<br />
9/13/2010,33,29,25,25,24,22,94,75,56,1014,1013,1012,16,16,16,27,12,37,0,3,,63<br />
9/14/2010,31,28,24,25,24,22,97,83,69,1016,1015,1013,16,12,2,39,10,42,38.35,5,Rain,55<br />
9/15/2010,32,29,26,25,24,23,91,77,63,1016,1015,1014,16,15,11,39,20,45,4.32,6,Rain,75<br />
9/16/2010,32,29,27,24,23,21,79,69,59,1016,1015,1013,16,16,11,29,17,39,0.51,6,Rain,90<br />
9/17/2010,32,29,25,24,23,21,85,69,52,1015,1013,1012,16,16,8,35,12,42,3.05,5,Rain,62<br />
9/18/2010,32,29,27,23,22,18,79,66,53,1015,1014,1013,16,16,16,32,17,45,0,3,,56<br />
9/19/2010,32,29,26,23,21,19,79,67,55,1015,1014,1012,16,16,16,26,13,35,T,3,,47<br />
9/20/2010,32,29,26,21,20,17,74,60,45,1015,1014,1013,16,16,16,32,13,42,0,2,,48<br />
9/21/2010,31,28,24,23,22,21,74,65,55,1017,1015,1014,16,16,8,47,19,52,3.05,4,Rain,69<br />
9/22/2010,32,29,26,24,23,21,85,70,55,1018,1017,1015,16,16,16,34,19,39,T,4,Rain,85<br />
9/23/2010,31,28,26,25,24,23,91,81,70,1019,1018,1016,16,15,4,35,14,48,6.35,7,Rain,79<br />
9/24/2010,32,28,25,27,24,23,85,75,64,1019,1017,1015,16,14,2,40,21,50,23.11,7,Rain-Thunderstorm,91<br />
9/25/2010,31,29,26,25,24,23,91,80,68,1016,1015,1013,16,16,13,26,14,34,0.76,6,Rain,85<br />
9/26/2010,32,29,26,25,24,23,85,74,63,1014,1012,1010,16,16,16,26,11,35,0,4,,117<br />
9/27/2010,32,29,26,26,24,22,85,77,68,1011,1009,1008,16,16,16,34,14,45,1.52,5,Rain,127<br />
9/28/2010,31,28,24,26,25,23,100,84,68,1008,1006,1003,16,15,1,47,17,58,19.56,7,Rain-Thunderstorm,113<br />
9/29/2010,28,26,23,24,24,23,100,90,79,1003,999,996,16,9,2,27,11,34,128.52,8,Rain,48<br />
9/30/2010,32,28,23,24,23,21,100,80,59,1008,1003,998,16,16,11,27,11,39,0,6,,289<br />
10/1/2010,31,27,23,21,18,16,79,61,42,1009,1008,1006,16,16,16,16,8,24,0,3,,316<br />
10/2/2010,31,27,22,21,20,18,87,67,46,1010,1008,1007,16,16,16,19,5,29,0,2,,136<br />
10/3/2010,31,27,22,23,21,19,94,73,51,1013,1010,1009,16,16,11,23,6,27,17.78,4,Rain,52<br />
10/4/2010,31,27,23,19,18,16,73,57,40,1016,1014,1012,16,16,14,29,14,40,0,4,,5<br />
10/5/2010,29,26,23,19,18,18,79,67,55,1015,1014,1013,16,16,14,29,17,47,0,5,,10<br />
10/6/2010,29,26,22,20,17,13,74,61,47,1015,1014,1013,16,16,13,37,16,56,T,5,,9<br />
10/7/2010,28,24,21,17,16,14,73,60,47,1016,1014,1013,16,16,16,27,15,39,0,5,,353<br />
10/8/2010,29,25,21,17,17,16,78,61,44,1018,1016,1015,16,16,16,24,9,34,0,4,,14<br />
10/9/2010,29,26,22,19,17,15,79,61,43,1018,1016,1015,16,16,16,21,7,29,0,2,,28<br />
10/10/2010,30,26,21,20,18,16,97,71,44,1017,1016,1014,16,16,16,23,9,29,0,2,,66<br />
10/11/2010,30,26,22,19,18,17,84,66,48,1017,1016,1014,16,16,16,24,11,34,0,3,,92<br />
10/12/2010,28,26,24,23,20,18,88,73,58,1017,1015,1014,16,16,16,21,10,26,2.29,7,Rain,73<br />
10/13/2010,31,27,24,24,23,22,94,82,70,1016,1015,1014,16,16,11,19,4,24,1.78,7,Rain,85<br />
10/14/2010,27,26,23,24,23,22,100,90,79,1015,1013,1012,16,16,14,11,3,16,0.25,8,Rain,290<br />
10/15/2010,31,27,23,22,19,16,87,68,48,1016,1013,1012,16,16,14,23,9,27,0,6,,9<br />
10/16/2010,29,24,19,18,14,11,79,56,32,1019,1017,1015,16,16,16,24,10,32,0,3,,16<br />
10/17/2010,29,25,21,18,16,13,68,58,47,1020,1018,1017,16,16,16,27,10,37,T,4,,24<br />
10/18/2010,29,26,22,18,17,16,73,62,51,1018,1016,1015,16,16,16,23,10,27,0,4,,68<br />
10/19/2010,31,26,22,20,19,17,84,68,51,1016,1014,1012,16,16,16,24,7,29,0,4,,63<br />
10/20/2010,31,27,23,22,20,18,82,74,65,1014,1013,1012,16,16,16,24,9,29,0,4,,51<br />
10/21/2010,31,27,22,22,20,18,93,71,48,1015,1014,1012,16,16,14,21,9,35,0,4,,21<br />
10/22/2010,31,27,23,21,20,19,84,68,51,1018,1016,1014,16,16,16,27,13,35,0,3,,44<br />
10/23/2010,29,28,26,23,21,21,85,73,61,1020,1018,1017,16,16,16,37,21,42,0.25,4,,65<br />
10/24/2010,31,28,26,23,22,21,79,71,63,1020,1018,1016,16,16,2,35,22,45,T,4,,93<br />
10/25/2010,30,28,26,24,23,22,85,73,61,1017,1016,1014,16,16,16,29,18,39,T,5,Rain,113<br />
10/26/2010,31,28,26,24,23,23,91,78,65,1017,1015,1014,16,16,16,29,17,45,T,6,,114<br />
10/27/2010,31,28,26,24,23,22,91,76,61,1020,1018,1016,16,16,16,26,14,34,T,4,,106<br />
10/28/2010,31,27,23,24,22,20,91,76,61,1020,1018,1016,16,14,5,23,10,27,9.14,4,Rain,101<br />
10/29/2010,32,28,23,22,21,19,93,73,53,1017,1016,1014,16,16,16,32,7,37,0,4,,5<br />
10/30/2010,31,27,24,21,21,20,82,70,57,1019,1017,1016,16,16,16,29,14,42,0,3,,44<br />
10/31/2010,29,27,23,23,22,21,100,85,69,1020,1017,1016,16,15,3,24,11,27,8.64,6,Rain,63<br />
11/1/2010,27,26,23,23,22,21,88,81,74,1021,1020,1018,16,13,1,34,9,40,18.8,7,Rain,110<br />
11/2/2010,29,26,23,21,19,18,87,71,55,1020,1017,1015,16,16,16,29,14,35,0,4,,80<br />
11/3/2010,26,25,23,23,22,20,88,82,76,1015,1012,1010,16,13,2,34,8,42,28.96,6,Rain,135<br />
11/4/2010,27,24,22,23,22,20,94,83,72,1010,1006,1004,16,15,8,24,10,34,8.64,7,Rain,216<br />
11/5/2010,22,19,15,21,13,6,97,71,44,1018,1010,1004,16,15,5,29,13,48,0,4,Rain,313<br />
11/6/2010,19,16,12,6,3,-1,61,44,26,1023,1020,1018,16,16,16,32,12,42,0,1,,345<br />
11/7/2010,24,18,12,13,10,6,73,60,46,1023,1020,1018,16,16,16,29,16,45,T,3,Rain,338<br />
11/8/2010,23,20,17,13,12,11,72,61,49,1019,1017,1016,16,16,14,24,11,37,T,7,,349<br />
11/9/2010,27,21,16,13,9,5,73,51,28,1018,1016,1015,16,16,16,16,5,23,0,1,,339<br />
11/10/2010,28,21,14,16,13,9,80,60,39,1019,1017,1015,16,16,16,16,4,27,0,1,,12<br />
11/11/2010,28,23,18,16,15,13,87,66,45,1022,1020,1018,16,16,16,26,11,37,0,3,,12<br />
11/12/2010,28,23,18,18,15,11,87,62,36,1021,1020,1019,16,16,10,27,12,39,0.25,4,Rain,11<br />
11/13/2010,27,22,18,16,15,14,87,68,48,1020,1018,1016,16,16,16,23,9,32,0,4,,355<br />
11/14/2010,27,23,18,16,15,13,87,68,48,1019,1017,1015,16,16,16,21,8,29,0,3,,24<br />
11/15/2010,27,22,17,17,15,13,93,68,42,1016,1015,1014,16,16,16,24,7,35,0,2,,136<br />
11/16/2010,28,24,20,19,18,17,84,69,54,1016,1014,1013,16,16,16,24,8,35,0,2,,179<br />
11/17/2010,29,24,19,22,20,18,100,76,51,1019,1017,1015,16,16,14,19,5,24,0,2,,111<br />
11/18/2010,28,25,22,22,20,16,93,78,62,1020,1019,1017,16,15,11,19,5,29,0,6,,334<br />
11/19/2010,27,23,19,15,14,11,73,56,39,1022,1020,1018,16,16,16,32,15,40,0,5,,42<br />
11/20/2010,27,24,21,17,15,13,64,55,45,1024,1022,1021,16,16,16,24,13,34,T,5,,68<br />
11/21/2010,28,24,20,19,17,16,81,66,51,1024,1023,1022,16,16,16,35,14,42,0.51,5,Rain,81<br />
11/22/2010,28,25,22,19,17,16,73,64,54,1024,1022,1021,16,16,16,35,17,45,T,4,,86<br />
11/23/2010,28,24,21,19,17,16,79,65,51,1021,1020,1019,16,16,16,23,8,35,0,4,,49<br />
11/24/2010,28,24,21,20,18,17,84,70,55,1020,1018,1016,16,16,11,23,8,27,1.27,5,Rain,50<br />
11/25/2010,28,25,22,20,19,18,84,71,58,1019,1018,1017,16,16,16,32,16,40,0,5,,106<br />
11/26/2010,28,26,23,20,19,18,84,73,62,1018,1016,1015,16,16,16,23,11,32,0,4,,151<br />
11/27/2010,28,26,22,21,20,18,87,75,62,1017,1015,1014,16,16,16,19,5,34,0,5,,194<br />
11/28/2010,28,24,20,21,20,19,97,78,58,1019,1017,1016,16,16,16,26,9,34,0,3,,97<br />
11/29/2010,28,26,22,21,20,19,90,74,58,1021,1019,1018,16,16,16,24,15,34,0,3,,103<br />
11/30/2010,28,26,23,22,21,20,82,74,65,1020,1018,1017,16,16,16,29,13,42,1.27,3,Rain,131<br />
12/1/2010,29,23,17,22,16,5,93,69,45,1020,1018,1017,16,16,16,26,10,40,0,5,,315<br />
12/2/2010,23,18,13,13,9,3,78,60,42,1021,1020,1018,16,16,16,24,13,34,0,2,,347<br />
12/3/2010,24,18,11,12,7,3,72,51,29,1021,1020,1018,16,16,16,23,10,34,0,0,,351<br />
12/4/2010,24,19,14,11,9,6,75,57,38,1022,1020,1018,16,16,16,14,6,23,0,1,,305<br />
12/5/2010,26,20,13,17,13,8,87,72,57,1019,1018,1015,16,16,16,27,11,40,T,3,,273<br />
12/6/2010,17,13,9,11,4,-3,84,56,27,1020,1018,1016,16,16,14,27,16,39,0,0,,308<br />
12/7/2010,16,12,7,3,1,-2,71,54,37,1022,1020,1019,16,16,16,27,11,40,0,0,,323<br />
12/8/2010,18,13,7,3,0,-4,76,50,23,1022,1020,1017,16,16,16,14,5,21,0,2,,320<br />
12/9/2010,15,13,11,11,7,-1,83,61,38,1020,1019,1017,16,15,10,21,10,32,1.78,5,Rain,339<br />
12/10/2010,24,18,11,14,11,9,89,69,49,1021,1019,1017,16,16,11,19,8,24,0,2,,336<br />
12/11/2010,26,20,14,17,14,10,93,75,56,1019,1017,1015,16,15,10,16,6,26,0,2,,330<br />
12/12/2010,26,20,14,16,13,11,86,64,42,1015,1012,1008,16,16,10,27,13,50,1.78,4,Rain,277<br />
12/13/2010,18,12,7,9,4,0,72,55,37,1017,1013,1010,16,16,16,37,20,61,0,2,,298<br />
12/14/2010,12,7,2,-1,-7,-12,62,41,19,1022,1020,1017,16,16,16,27,14,45,0,0,,325<br />
12/15/2010,17,10,3,-3,-8,-16,59,35,10,1022,1020,1018,16,16,16,14,5,21,0,0,,331<br />
12/16/2010,23,15,7,12,6,-7,78,55,31,1020,1019,1017,16,16,16,24,7,40,0,1,,136<br />
12/17/2010,25,19,12,16,13,11,93,72,50,1021,1018,1016,16,16,16,24,9,34,0,2,,103<br />
12/18/2010,26,22,17,20,18,17,100,82,64,1016,1011,1009,16,14,2,29,12,42,19.56,6,Rain,178<br />
12/19/2010,23,19,15,17,15,12,100,84,68,1014,1011,1008,16,14,0,26,13,35,0,6,Fog,313<br />
12/20/2010,21,16,10,12,9,7,86,69,51,1020,1017,1014,16,16,11,24,11,35,0,3,,350<br />
12/21/2010,23,18,12,13,11,9,89,68,46,1022,1021,1020,16,16,16,19,5,26,0,1,,91<br />
12/22/2010,24,19,13,14,12,11,86,65,43,1022,1020,1018,16,16,16,23,9,29,0,0,,276<br />
12/23/2010,24,19,14,15,12,4,97,65,33,1019,1017,1015,16,16,10,23,12,32,0,3,,313<br />
12/24/2010,23,17,11,12,10,8,83,65,47,1020,1019,1017,16,16,16,24,10,32,0,3,,18<br />
12/25/2010,24,19,14,16,13,11,84,67,49,1019,1016,1012,16,16,16,26,9,45,0,3,,166<br />
12/26/2010,21,14,8,18,11,2,93,69,45,1020,1013,1009,16,15,3,37,20,58,7.62,6,Rain,277<br />
12/27/2010,14,9,5,1,-1,-2,65,50,35,1026,1023,1020,16,16,16,29,14,42,0,2,,323<br />
12/28/2010,18,11,4,4,0,-5,79,54,29,1027,1025,1023,16,16,16,16,8,24,0,1,,333<br />
12/29/2010,21,16,9,11,5,-2,63,52,40,1023,1021,1019,16,16,16,21,7,29,0,4,,55<br />
12/30/2010,24,21,17,14,12,11,67,58,49,1022,1020,1019,16,16,16,27,14,35,0,6,,107<br />
12/31/2010,26,22,18,16,14,13,78,64,50,1022,1021,1019,16,16,16,32,20,39,T,5,,109<br />
