GMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-9-4,31,28,24,26,24,21,89,77,63,1015,1013,1009,10,9,6,35,11,52,0.00,3,Rain-Thunderstorm,187
2015-9-5,31,27,23,27,24,21,95,85,71,1015,1013,1011,10,10,7,21,13,58,0.00,3,Rain-Thunderstorm,204
2015-9-6,31,28,26,27,25,24,93,84,73,1014,1013,1011,10,9,2,19,10,,7.11,4,Rain-Thunderstorm,296
2015-9-7,30,28,26,27,24,23,94,85,70,1014,1011,1009,10,9,5,21,10,,10.92,3,Rain-Thunderstorm,3
2015-9-8,30,28,25,26,25,24,98,88,74,1013,1011,1009,10,9,3,21,6,,12.95,3,Rain-Thunderstorm,151
2015-9-9,38,31,24,25,24,23,89,79,42,1013,1011,1010,10,10,8,14,8,,0.00,3,,271
2015-9-10,30,27,23,26,24,22,94,85,73,1014,1011,1010,10,9,3,29,10,50,8.89,4,Rain-Thunderstorm,288
2015-9-11,32,28,23,27,24,20,94,81,66,1014,1011,1009,10,9,4,48,5,,0.00,3,Rain-Thunderstorm,183
2015-9-12,31,28,26,28,24,21,99,78,62,1014,1012,1010,10,10,8,13,5,,0.00,3,Thunderstorm,283
2015-9-13,29,27,24,26,24,22,100,85,66,1016,1013,1011,10,9,2,26,6,,17.02,4,Rain-Thunderstorm,250
2015-9-14,32,29,26,27,26,24,100,85,62,1015,1013,1011,10,10,8,13,6,,0.00,3,,312
2015-9-15,31,28,26,28,26,25,100,85,75,1015,1013,1011,10,10,8,19,10,,0.00,2,,238
2015-9-16,31,27,23,26,24,23,94,84,63,1015,1013,1012,10,9,4,26,8,50,0.00,4,Rain-Thunderstorm,221
2015-9-17,31,28,24,26,26,24,100,84,68,1015,1013,1011,10,10,8,16,8,,0.00,2,,296
2015-9-18,31,29,28,26,26,25,89,81,68,1014,1012,1010,10,10,8,23,16,,0.00,3,,321
2015-9-19,31,29,27,28,26,24,89,83,74,1013,1011,1010,10,10,8,24,19,,0.00,3,,347
2015-9-20,32,29,27,27,25,20,94,77,55,1014,1012,1010,10,10,8,19,11,,0.00,2,Rain,343
2015-9-21,31,28,25,27,25,24,100,87,63,1014,1012,1010,10,9,2,148,10,,57.91,2,Rain-Thunderstorm,23
2015-9-22,31,28,24,28,26,23,97,88,74,1014,1012,1010,10,9,1,16,8,,0.00,3,Fog-Thunderstorm,59
2015-9-23,30,28,25,27,24,-26,100,86,4,1015,1012,1011,10,9,3,16,6,,4.06,3,Rain-Thunderstorm,248
2015-9-24,29,27,25,27,26,24,100,89,74,1016,1013,1011,10,9,3,24,5,40,9.91,3,Rain-Thunderstorm,36
2015-9-25,31,27,24,27,25,24,96,86,70,1015,1013,1012,10,10,7,8,3,,0.00,3,,306
2015-9-26,31,29,27,28,27,25,94,86,74,1014,1011,1009,10,10,8,16,10,,0.00,3,,318
2015-9-27,32,28,23,27,25,22,97,83,55,1013,1011,1009,10,9,3,37,10,71,0.00,5,Rain-Thunderstorm,28
2015-9-28,31,29,27,28,27,25,94,87,70,1013,1010,1008,10,10,7,19,8,,0.00,4,Rain-Thunderstorm,11
2015-9-29,32,28,25,26,26,23,95,86,70,1012,1010,1008,10,9,3,24,6,40,6.10,4,Rain-Thunderstorm,115
2015-9-30,31,28,24,26,24,23,94,83,70,1013,1011,1009,10,10,8,21,13,,0.00,5,Rain-Thunderstorm,109
2015-10-1,32,29,27,27,26,23,94,82,70,1012,1011,1009,10,10,9,16,6,,0.00,3,Rain,155
2015-10-2,32,29,27,28,27,25,100,88,70,1012,1010,1009,10,7,5,11,5,,0.00,2,,341
2015-10-3,33,30,28,29,27,27,94,86,71,1015,1011,1010,9,6,6,14,5,,0.00,5,,267
2015-10-4,31,27,24,28,27,23,94,88,79,1017,1013,1011,10,8,1,34,8,55,0.00,5,Rain-Thunderstorm,273
2015-10-5,33,30,28,28,27,25,94,84,63,1014,1012,1010,8,8,7,11,6,,0.00,2,,277
2015-10-6,31,29,27,28,26,24,94,85,75,1015,1013,1011,10,8,7,29,6,48,0.00,2,Rain-Thunderstorm,202
2015-10-7,31,28,25,26,25,23,94,83,66,1015,1013,1011,10,10,9,26,8,34,0.00,3,Rain,146
2015-10-8,33,29,26,29,26,25,100,85,66,1014,1013,1011,10,9,8,11,3,,0.00,1,,188
2015-10-9,37,32,28,28,27,26,94,86,72,1015,1012,1011,10,10,8,21,10,,0.00,2,,339
2015-10-10,31,29,28,28,27,26,94,83,66,1014,1012,1011,10,10,8,21,14,,0.00,3,,338
2015-10-11,31,29,27,26,26,24,89,80,67,1014,1012,1009,10,10,8,26,18,,0.00,1,,352
2015-10-12,32,29,27,27,26,25,94,83,66,1015,1012,1010,10,10,8,26,8,,0.00,2,,356
2015-10-13,36,31,26,26,26,25,94,83,65,1014,1012,1011,10,10,8,19,13,,0.00,3,Thunderstorm,6
2015-10-14,32,28,24,26,25,23,100,84,61,1015,1013,1011,10,9,4,34,11,,0.00,3,Rain-Thunderstorm,164
2015-10-15,29,27,25,26,24,-25,94,88,4,1014,1012,1011,10,8,0,29,5,60,41.91,2,Rain-Thunderstorm,124
2015-10-16,30,28,26,27,26,25,95,86,74,1014,1012,1011,10,9,6,19,8,,0.00,2,Rain-Thunderstorm,2
2015-10-17,31,29,27,27,26,25,89,84,73,1015,1013,1011,10,10,8,24,14,,0.00,3,,352
2015-10-18,31,29,27,27,26,25,89,83,73,1014,1012,1011,10,10,8,34,16,,0.00,1,,354
2015-10-19,31,29,28,26,24,23,84,77,62,1015,1013,1012,10,9,8,32,18,45,0.00,,,1
2015-10-20,32,29,27,26,23,21,84,71,49,1015,1013,1011,10,9,8,26,16,,0.00,2,,355
2015-10-21,28,27,26,26,25,23,94,86,77,1015,1012,1010,10,10,8,19,10,,2.03,3,Rain,3
2015-10-22,32,28,23,25,23,21,100,80,50,1015,1012,1010,10,10,8,11,6,,0.00,1,Rain,31
2015-10-23,28,26,24,25,24,23,100,88,72,1017,1014,1012,10,9,8,23,8,,4.06,1,Rain-Thunderstorm,4
2015-10-24,29,27,25,27,25,24,100,89,81,1014,1013,1011,10,10,8,19,10,,0.00,2,,357
2015-10-25,29,28,26,29,25,23,100,87,79,1015,1013,1011,10,10,8,19,13,,0.00,4,,5
2015-10-26,28,26,23,26,23,21,94,84,74,1017,1014,1012,10,9,4,23,13,,9.91,3,Rain-Thunderstorm,8
2015-10-27,29,27,24,27,25,24,94,90,84,1016,1014,1012,10,10,8,21,13,,0.00,3,Rain,2
2015-10-28,29,27,25,27,26,24,100,91,79,1015,1012,1010,10,9,8,24,14,,0.00,2,,355
2015-10-29,29,27,25,28,26,25,100,89,74,1013,1011,1009,10,9,8,23,14,,0.00,1,,346
2015-10-30,30,28,25,26,24,23,100,85,70,1012,1010,1009,10,9,8,19,11,,0.00,,,339
2015-10-31,31,28,25,26,24,21,95,81,58,1012,1010,1008,10,9,8,13,8,,0.00,,,336
2015-11-1,31,28,24,26,24,23,100,85,72,1013,1011,1009,10,8,4,13,6,,0.00,1,,339
2015-11-2,29,27,24,26,24,23,95,85,70,1013,1012,1010,10,9,6,27,5,,0.00,1,,331
2015-11-3,29,27,24,26,24,23,94,83,65,1015,1012,1011,10,9,8,14,8,,0.00,1,,335
2015-11-4,31,28,26,27,25,22,96,83,58,1014,1012,1009,10,9,8,19,11,,0.00,,,345
2015-11-5,33,28,23,27,22,12,100,72,25,1013,1011,1008,10,9,8,13,5,,0.00,,,339
2015-11-6,33,28,22,26,22,12,100,76,26,1014,1012,1010,10,9,8,11,5,,0.00,,,333
2015-11-7,32,27,23,26,23,19,100,78,49,1014,1011,1009,10,9,8,19,6,,0.00,,,347
2015-11-8,31,27,24,26,23,19,94,79,49,1014,1012,1010,10,9,8,13,8,,0.00,1,,343
2015-11-9,32,27,23,26,23,21,100,78,54,1015,1013,1012,10,9,8,13,3,,0.00,1,,303
2015-11-10,32,28,23,26,20,10,94,65,24,1015,1013,1011,10,8,8,11,6,,0.00,,,338
2015-11-11,32,28,24,24,19,8,94,61,20,1014,1011,1009,10,8,7,21,8,,0.00,,,355
2015-11-12,29,27,24,24,22,18,100,73,51,1014,1012,1010,10,9,8,13,5,,0.00,8,,341
2015-11-13,29,28,27,25,22,20,74,68,55,1016,1014,1012,10,8,8,23,13,,0.00,8,,346
2015-11-14,30,28,27,23,21,18,79,63,46,1016,1014,1012,10,8,6,37,24,55,0.00,,,5
2015-11-15,34,29,24,25,21,14,95,68,28,1015,1012,1011,9,8,6,23,8,,0.00,,,27
2015-11-16,32,28,24,24,14,4,89,45,16,1014,1012,1010,10,8,8,23,11,,0.00,,,25
2015-11-17,30,28,26,22,14,8,69,46,24,1014,1012,1010,10,8,8,29,18,,0.00,,,21
2015-11-18,30,27,24,22,17,11,83,55,33,1013,1010,1008,10,9,8,29,14,34,0.00,,,10
2015-11-19,33,29,24,22,13,5,74,42,16,1013,1011,1010,9,9,8,23,13,,0.00,,,48
2015-11-20,31,28,24,22,15,8,74,46,22,1015,1012,1010,10,9,8,24,13,,0.00,,,25
2015-11-21,33,28,24,23,17,6,86,56,18,1014,1012,1010,10,8,8,21,14,,0.00,,,22
2015-11-22,29,27,24,22,17,12,78,58,37,1013,1011,1009,10,8,8,24,13,,0.00,,,9
2015-11-23,28,26,23,22,19,16,89,68,46,1012,1011,1009,10,9,8,23,16,,0.00,,,6
2015-11-24,27,24,23,22,18,14,84,66,45,1015,1013,1011,10,9,8,29,18,,0.00,,,14
2015-11-25,27,25,23,22,18,14,87,68,48,1016,1013,1011,10,9,8,26,19,,0.00,,,9
2015-11-26,28,25,22,22,18,13,93,64,42,1015,1013,1011,9,9,8,21,14,,0.00,,,4
2015-11-27,27,25,23,22,17,12,87,63,44,1014,1012,1010,9,7,6,24,16,,0.00,,,8
2015-11-28,29,26,23,22,18,12,85,64,35,1014,1012,1010,10,8,8,21,14,,0.00,,,5
2015-11-29,27,26,24,22,16,13,79,54,42,1018,1015,1013,10,9,8,24,21,,0.00,,,16
2015-11-30,27,26,24,21,12,0,74,45,16,1017,1015,1013,10,9,8,24,18,,0.00,,,30
2015-12-1,28,26,23,21,14,7,79,52,25,1017,1014,1012,10,8,6,23,16,,0.00,,,22
2015-12-2,29,26,22,21,14,3,84,54,18,1019,1014,1012,8,5,3,21,13,,0.00,,,16
2015-12-3,32,27,22,22,15,3,90,54,15,1015,1013,1011,6,4,3,21,13,,0.00,,,17
2015-12-4,28,26,23,21,14,4,83,52,21,1016,1014,1012,4,4,3,19,13,,0.00,,,12
2015-12-5,33,27,22,21,12,4,83,44,17,1016,1014,1011,6,4,3,16,10,,0.00,,,38
2015-12-6,33,27,22,22,14,2,88,52,15,1016,1014,1012,8,7,6,21,10,,0.00,,,21
2015-12-7,34,28,23,22,16,2,93,61,14,1017,1014,1012,10,8,6,19,11,,0.00,1,,9
2015-12-8,28,26,22,22,19,13,96,71,39,1016,1014,1012,10,9,8,23,14,,0.00,,,2
2015-12-9,29,24,21,22,17,11,92,64,33,1016,1014,1012,10,8,8,14,11,,0.00,,,4
2015-12-10,29,26,22,21,17,8,92,62,28,1016,1015,1013,10,8,7,16,11,,0.00,,,9
2015-12-11,27,24,22,22,18,14,86,68,45,1019,1016,1015,10,8,8,23,14,,0.00,,,11
2015-12-12,27,23,21,22,17,11,97,70,37,1017,1015,1014,10,9,8,24,13,,0.00,,,10
2015-12-13,27,23,21,21,18,10,100,76,34,1016,1013,1011,10,9,8,21,11,,0.00,,,351
2015-12-14,28,24,21,21,15,7,90,60,26,1014,1012,1010,10,8,8,19,10,,0.00,,,358
2015-12-15,33,27,21,22,14,6,88,55,18,1016,1013,1011,9,8,6,16,8,,0.00,,,12
2015-12-16,33,27,22,22,11,0,86,42,13,1017,1014,1012,10,8,8,16,10,,0.00,,,24
2015-12-17,30,26,22,19,7,-3,67,31,12,1016,1015,1013,10,8,7,21,14,,0.00,,,29
2015-12-18,34,28,22,21,8,-5,75,37,10,1016,1015,1013,10,8,6,21,13,,0.00,,,27
2015-12-19,34,28,22,21,10,-12,81,38,5,1017,1015,1013,10,8,6,19,11,,0.00,,,33
2015-12-20,28,24,22,19,8,-4,68,36,15,1017,1015,1012,10,9,8,21,14,,0.00,,,20
2015-12-21,28,24,21,21,12,4,80,47,23,1016,1014,1011,10,9,8,21,14,,0.00,,,1
2015-12-22,27,23,20,21,14,11,93,57,37,1016,1014,1011,10,9,8,23,14,,0.00,,,2
2015-12-23,29,25,21,21,14,4,94,53,23,1016,1014,1012,10,9,8,23,13,,0.00,,,11
2015-12-24,29,26,23,21,14,0,83,52,21,1017,1014,1013,10,8,8,19,13,,0.00,,,29
2015-12-25,27,24,21,22,18,12,94,67,35,1016,1014,1012,9,7,6,16,11,,0.00,,,24
2015-12-26,26,24,23,20,17,11,83,63,31,1017,1015,1013,8,6,6,23,14,,0.00,8,,16
2015-12-27,27,25,23,21,17,2,83,61,24,1018,1016,1013,6,6,6,26,18,,0.00,8,,30
2015-12-28,26,24,22,21,18,10,83,68,36,1019,1016,1013,10,7,6,27,14,,0.00,,,23
2015-12-29,28,24,22,20,15,5,78,57,24,1019,1017,1015,10,9,8,26,18,,0.00,,,29
2015-12-30,26,23,21,20,16,10,88,64,36,1019,1016,1014,10,8,8,26,16,,0.00,,,16
2015-12-31,27,24,21,20,17,10,94,71,28,1017,1015,1012,10,9,8,21,13,,0.00,,,11
