ART,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-8-25,5,3,2,2,0,-2,87,75,59,1006,1002,1000,31,15,10,21,10,,0.00,5,,341
2015-8-26,6,4,3,1,1,-1,87,72,58,1001,1000,999,31,16,10,10,3,,0.00,5,,272
2015-8-27,8,5,2,3,1,-1,93,75,52,1002,997,987,31,18,10,74,8,,0.00,6,,17
2015-8-28,6,5,4,4,2,-1,93,75,40,986,982,980,31,14,8,34,13,,0.00,6,Rain,248
2015-8-29,5,3,1,3,1,-1,93,84,73,985,983,983,31,18,10,10,3,,0.00,2,,347
2015-8-30,4,2,0,2,1,-1,93,87,64,1003,989,985,31,10,1,63,19,87,0.00,6,Rain-Snow,261
2015-8-31,7,3,-1,2,0,-2,93,81,62,1010,1008,1003,31,11,1,60,39,90,0.00,5,Rain-Snow,253
2015-9-1,11,8,4,3,0,-2,87,64,36,1010,1002,996,31,14,8,71,34,93,0.51,4,Rain,248
2015-9-2,5,3,2,2,-2,-4,87,67,43,1010,1005,995,31,12,8,61,37,76,0.00,6,Rain,206
2015-9-3,8,5,2,4,2,-2,87,72,51,1003,997,992,31,14,10,84,32,108,0.25,5,Rain,256
2015-9-4,13,9,6,10,3,-1,94,67,52,1001,989,985,31,14,10,58,19,87,0.00,3,Rain,239
2015-9-5,4,3,2,2,-1,-4,87,70,47,998,992,984,31,14,10,58,34,66,0.00,4,Rain,244
2015-9-6,9,3,-2,-1,-3,-8,87,63,33,998,993,985,31,17,10,60,18,77,0.00,4,Rain,332
2015-9-7,7,3,0,1,-3,-7,87,59,29,988,986,985,31,12,5,50,35,72,0.25,3,Snow,288
2015-9-8,1,-1,-2,-2,-3,-5,100,83,69,992,989,987,31,9,0,55,31,74,1.02,6,Snow,255
2015-9-9,-1,-3,-5,-2,-3,-7,100,94,73,998,989,986,10,4,0,47,34,66,1.02,7,Snow,240
2015-9-10,1,-2,-6,-2,-4,-7,100,82,60,1010,1003,994,31,9,0,58,32,74,3.05,7,Snow,258
2015-9-11,4,1,-2,2,0,-3,93,85,66,1003,999,994,19,10,6,64,52,84,1.02,7,Rain-Snow,240
2015-9-12,4,2,1,2,1,-1,100,87,73,1003,991,983,14,8,3,53,34,76,3.05,7,Rain-Snow,256
2015-9-13,7,3,-1,2,0,-3,100,83,61,993,981,973,19,9,1,72,48,87,2.03,5,Rain-Snow,247
2015-9-14,-1,-2,-3,-2,-3,-4,100,88,81,998,989,981,14,7,1,55,42,71,1.02,7,Snow,243
2015-9-15,3,1,-2,0,-3,-6,93,78,52,997,988,979,31,8,0,64,43,84,0.51,6,Rain-Snow,250
2015-9-16,-4,-4,-6,-3,-5,-7,100,94,86,999,991,984,3,1,0,66,45,82,4.06,8,Snow,233
2015-9-17,2,-1,-5,-1,-3,-6,93,84,69,1005,1002,997,10,8,4,45,34,61,0.76,7,Rain-Snow,248
2015-9-18,0,-1,-2,1,-1,-2,100,92,79,1004,998,992,10,4,0,71,45,89,2.03,7,Rain-Snow,243
2015-9-19,0,-1,-3,-1,-1,-3,100,96,80,1017,1009,1004,19,4,0,58,43,72,1.02,7,Snow,233
2015-9-20,4,1,-2,1,-2,-6,100,75,58,1020,1015,1012,31,13,10,64,35,85,0.00,4,,249
2015-9-21,6,4,2,1,0,-2,87,70,57,1019,1016,1012,31,14,10,130,55,85,0.00,2,,243
2015-9-22,6,4,2,0,-2,-4,87,64,50,1019,1013,1008,31,25,10,40,27,53,0.00,3,,259
2015-9-23,6,4,2,2,-1,-3,87,69,50,1009,1004,1002,31,15,10,37,18,58,0.51,5,Rain,277
2015-9-24,6,3,1,-1,-4,-6,70,60,40,1013,1011,1009,31,16,10,34,21,,0.00,3,,272
2015-9-25,6,3,2,1,-2,-4,87,64,44,1012,1010,1008,31,16,10,52,23,63,0.00,3,,245
2015-9-26,9,4,0,2,-3,-6,81,56,25,1012,1007,999,31,16,10,35,14,63,0.00,5,,8
2015-9-27,9,6,2,3,1,-2,87,69,40,1011,1003,998,31,16,10,23,11,,0.00,6,,163
2015-9-28,6,3,1,2,0,-2,93,75,52,1015,1014,1011,31,17,10,23,13,,0.00,6,,92
2015-9-29,11,7,2,3,-2,-6,81,58,20,1014,1008,1003,31,16,10,45,13,60,0.00,2,,340
2015-9-30,8,5,1,2,-1,-4,93,71,40,1010,1001,996,31,12,7,60,32,85,0.25,5,Rain-Snow,283
2015-10-1,7,3,0,1,-2,-5,94,65,39,1023,1020,1011,31,14,10,45,27,63,0.25,3,Rain-Snow,248
2015-10-2,11,6,2,-1,-7,-13,81,36,16,1022,1015,1009,31,29,19,40,21,63,0.00,,,356
2015-10-3,12,9,5,2,-1,-6,66,51,24,1009,1003,1001,31,18,10,37,21,47,0.00,5,,18
2015-10-4,15,10,6,5,3,0,76,60,40,1001,997,994,31,17,10,23,8,,0.00,5,,53
2015-10-5,13,9,5,6,3,-3,100,73,25,998,995,993,31,13,6,24,11,,6.10,5,Rain,340
2015-10-6,5,3,2,3,1,-3,93,75,33,1010,1005,998,31,13,6,40,16,,0.51,5,Rain-Snow,219
2015-10-7,8,4,1,1,-2,-5,70,61,43,1012,1010,1009,31,16,10,39,21,55,0.00,4,,262
2015-10-8,8,6,4,3,1,-2,87,68,51,1020,1014,1009,31,14,10,52,23,69,0.00,4,Rain,252
2015-10-9,9,7,4,2,1,-1,76,64,45,1026,1023,1019,31,15,10,48,35,69,0.00,3,,250
2015-10-10,11,8,5,2,1,-1,72,58,40,1026,1024,1020,31,25,10,35,24,55,0.00,1,,268
2015-10-11,13,9,4,2,-1,-7,81,54,15,1021,1013,1006,31,31,31,23,8,,0.00,8,,53
2015-10-12,13,8,4,6,1,-2,87,59,25,1006,996,989,31,20,10,16,2,,0.00,5,,62
2015-10-13,6,3,1,5,1,-3,93,76,39,1006,995,986,31,11,5,47,27,61,0.25,7,Rain,200
2015-10-14,5,2,-1,-1,-3,-5,93,70,53,1017,1012,1008,31,13,10,27,19,,0.00,6,Rain,201
2015-10-15,8,4,0,-1,-3,-5,81,61,36,1022,1019,1015,31,16,10,26,10,,0.00,2,,243
2015-10-16,5,3,2,2,-2,-4,87,67,44,1014,1009,1005,31,12,4,60,29,93,0.00,5,Rain-Snow,251
2015-10-17,12,7,1,3,0,-4,76,61,37,1011,997,988,31,14,10,58,23,89,0.00,5,,272
2015-10-18,11,7,2,2,0,-6,81,62,37,1020,988,983,31,14,10,64,45,84,0.00,4,Rain,236
2015-10-19,3,2,0,0,-2,-6,100,76,45,1003,993,990,19,8,1,60,48,90,0.51,6,Rain-Snow,235
2015-10-20,4,2,0,-1,-3,-5,93,69,49,1013,1009,1004,31,12,10,40,31,52,0.00,6,Snow,250
2015-10-21,6,3,1,-1,-2,-3,87,66,47,1025,1019,1013,31,13,10,39,29,,0.00,5,,251
2015-10-22,9,4,0,1,-2,-5,70,58,37,1026,1025,1023,31,15,10,42,24,60,0.00,3,,258
2015-10-23,10,7,4,2,0,-1,81,60,36,1025,1022,1020,31,16,10,52,35,61,0.00,1,,258
2015-10-24,12,7,2,3,1,-3,87,62,35,1024,1021,1017,31,22,10,35,18,,0.00,1,,257
2015-10-25,23,13,2,9,0,-8,93,55,7,1018,1011,1006,31,22,10,27,10,55,0.00,4,,26
2015-10-26,13,9,5,6,2,-1,87,59,37,1006,1001,998,31,16,10,26,13,,0.00,4,,16
2015-10-27,13,10,6,3,1,-3,71,51,21,1001,999,996,31,15,10,37,13,,0.00,5,,282
2015-10-28,14,9,3,6,2,-1,87,63,33,1001,992,988,31,14,8,53,23,84,0.51,5,Rain,283
2015-10-29,9,4,1,-1,-3,-5,81,55,32,1008,1005,999,31,15,10,52,27,71,0.00,5,Snow,264
2015-10-30,7,5,3,3,0,-5,93,68,31,999,996,994,31,12,5,64,34,74,6.10,5,Rain,252
2015-10-31,3,1,0,2,1,-2,100,88,59,1009,999,993,14,5,1,53,42,95,4.06,8,Rain-Snow,251
2015-11-1,10,6,1,5,3,0,87,74,55,1009,1002,996,31,13,8,74,43,103,0.25,5,Rain,250
2015-11-2,1,0,0,4,-1,-4,100,85,44,1007,999,995,19,4,0,64,50,87,2.03,8,Rain-Snow,258
2015-11-3,7,3,-1,4,2,-2,93,82,63,1009,1004,1000,19,9,1,63,43,85,2.03,6,Rain-Snow,247
2015-11-4,9,8,6,7,5,3,93,80,66,1023,1007,999,19,10,6,66,52,89,0.76,6,Rain,247
2015-11-5,13,9,6,7,4,1,87,67,54,1016,1015,1013,31,15,10,52,32,72,0.00,4,,254
2015-11-6,12,9,7,5,4,2,87,63,40,1017,1013,1010,31,16,10,55,26,55,0.00,3,,261
2015-11-7,12,9,7,4,3,2,76,63,44,1010,1004,1001,31,15,10,40,26,60,0.00,4,,259
2015-11-8,14,10,6,6,3,-1,93,62,28,1002,997,993,31,15,10,40,14,60,0.00,5,Rain,290
2015-11-9,11,8,5,3,-1,-5,87,58,27,1008,999,996,31,14,10,47,29,,0.00,6,Rain,258
2015-11-10,14,10,7,5,3,-1,71,58,41,999,996,990,31,15,10,35,10,58,0.00,6,Rain,141
2015-11-11,9,7,6,6,2,-7,87,58,24,1001,992,984,31,14,5,71,40,100,0.00,4,Rain,255
2015-11-12,12,8,5,5,-5,-7,71,34,18,996,986,980,31,15,10,47,26,90,0.00,3,,324
2015-11-13,12,8,3,3,1,-6,87,68,25,983,979,976,31,13,3,55,23,74,0.51,5,Rain,243
2015-11-14,11,7,2,3,0,-6,87,66,17,987,984,982,31,14,10,58,18,76,1.02,4,Rain,254
2015-11-15,8,5,2,3,-3,-10,93,57,21,995,991,984,31,14,10,53,32,72,0.00,4,Rain-Hail,255
2015-11-16,11,8,4,5,-3,-10,81,43,22,995,992,982,31,15,10,34,14,69,5.08,4,,9
2015-11-17,5,3,2,4,2,1,100,87,63,983,976,972,31,9,3,69,31,93,3.05,8,Rain-Snow,256
2015-11-18,6,3,1,2,-1,-4,97,76,45,1006,998,986,31,9,1,58,47,80,1.02,6,Rain-Snow,242
2015-11-19,9,6,1,0,-2,-4,81,55,31,1006,1002,998,31,15,10,23,10,61,0.00,5,,334
2015-11-20,9,7,4,3,1,-1,93,70,49,1003,1000,996,31,14,10,35,13,,0.25,5,Rain,251
2015-11-21,8,6,3,4,1,-1,87,69,51,1003,1001,999,31,15,10,27,16,,0.51,6,,262
2015-11-22,8,6,4,4,1,-3,93,71,41,1006,1001,998,31,12,10,61,35,77,0.25,5,Rain,242
2015-11-23,12,8,3,5,-1,-3,76,52,27,1017,995,989,31,16,10,35,13,63,0.00,7,,340
2015-11-24,12,9,6,4,1,-2,71,53,29,991,987,984,31,14,10,40,29,58,0.00,4,Rain,282
2015-11-25,8,7,4,0,-3,-6,61,48,31,1003,996,991,31,15,10,52,19,72,0.00,3,,248
2015-11-26,13,9,6,1,0,-1,66,50,30,1005,1003,1001,31,15,10,37,10,,0.00,5,,210
2015-11-27,15,10,6,4,3,-1,81,58,35,1009,1008,1006,31,17,10,27,10,,0.00,5,,271
2015-11-28,16,11,6,6,4,1,93,61,23,1010,1007,1003,31,15,10,37,11,47,0.00,4,,245
2015-11-29,11,8,5,5,2,-1,87,62,30,1004,1002,1000,31,14,8,45,31,52,0.25,5,Rain,250
2015-11-30,8,6,4,4,2,-1,87,73,38,1008,997,991,31,13,8,64,29,87,0.25,6,Rain,246
2015-12-1,12,8,3,5,2,-1,87,62,47,1010,1008,1007,31,15,10,64,42,84,0.00,4,Rain,249
2015-12-2,18,12,6,5,1,-4,87,49,15,1009,1000,993,31,19,10,34,13,58,0.00,5,,329
2015-12-3,10,8,6,6,3,0,82,62,37,1013,1002,994,31,15,10,40,21,58,0.00,5,Rain,228
2015-12-4,13,8,3,2,-1,-5,87,52,19,1019,1017,1014,31,15,10,23,11,,0.25,4,Rain,247
2015-12-5,19,13,8,7,4,1,71,51,27,1017,1010,998,31,15,10,32,10,60,0.00,6,,34
2015-12-6,19,14,9,6,5,1,76,58,37,998,991,985,31,13,10,64,26,98,2.03,5,Rain,226
2015-12-7,14,10,6,6,3,2,81,63,36,1000,996,993,31,14,10,47,23,58,0.51,5,,311
2015-12-8,11,7,4,4,1,-2,87,68,31,998,994,990,31,12,5,61,29,87,2.03,6,Rain,240
2015-12-9,4,3,2,3,1,-2,100,86,67,998,996,992,19,9,3,45,34,76,20.07,7,Rain-Snow,240
2015-12-10,5,2,0,2,0,-1,100,87,64,992,988,983,14,7,0,52,27,71,2.03,7,Rain-Snow,244
2015-12-11,4,2,1,1,0,-2,93,85,70,983,980,978,26,7,1,48,31,64,0.51,7,Rain-Snow,239
2015-12-12,7,4,1,2,-1,-5,93,77,55,988,985,983,31,13,3,48,27,69,0.51,5,Rain-Snow,246
2015-12-13,5,3,1,2,1,-1,93,80,56,1000,993,988,26,11,6,48,43,69,0.51,7,Rain,249
2015-12-14,10,6,2,1,-1,-4,74,58,39,1005,1003,1001,31,15,10,40,23,55,0.00,4,Rain,249
2015-12-15,12,7,3,4,1,-3,87,62,25,1006,1004,1002,31,15,10,19,10,,0.00,6,Rain,160
2015-12-16,8,7,4,4,3,2,93,79,64,1016,1010,1007,31,12,8,24,11,,0.51,7,Rain,147
2015-12-17,11,7,3,3,2,-1,93,69,38,1016,1015,1013,31,14,10,24,10,,0.51,5,Rain,138
2015-12-18,13,9,4,5,3,2,87,68,43,1014,1005,994,31,15,10,34,13,64,0.00,6,Rain,42
2015-12-19,12,10,7,5,3,0,87,59,37,999,996,994,31,15,10,47,31,69,0.00,5,,243
2015-12-20,14,9,5,3,1,-3,81,55,27,999,996,994,31,15,10,47,16,,0.00,4,,236
2015-12-21,14,10,6,5,3,-2,93,64,24,995,991,988,31,15,10,37,6,,0.00,4,,201
2015-12-22,13,8,3,5,3,1,100,74,40,991,988,986,31,12,5,37,16,,7.11,6,Rain,267
2015-12-23,12,7,2,3,2,0,93,71,40,989,986,981,31,14,8,32,8,53,0.00,5,Rain,19
2015-12-24,11,8,4,5,2,-3,93,66,34,986,979,976,31,14,10,58,19,74,0.00,5,Rain,251
2015-12-25,7,4,2,2,1,-1,88,71,50,1000,994,987,19,12,10,60,42,74,0.25,4,Rain,245
2015-12-26,9,6,3,1,-1,-3,75,57,34,1000,997,993,31,15,10,27,14,50,0.00,6,,228
2015-12-27,8,7,5,2,1,-1,76,62,43,996,994,988,31,14,10,52,24,72,0.00,6,,235
2015-12-28,13,9,6,6,2,-1,81,61,35,996,994,992,31,15,10,34,18,,0.00,5,,253
2015-12-29,12,10,7,5,3,1,74,58,41,1008,1002,996,31,15,10,42,31,58,0.00,5,,246
2015-12-30,13,10,8,7,4,1,87,63,43,1012,1009,1008,31,15,10,40,16,58,0.00,5,Rain,249
2015-12-31,14,11,7,7,4,2,87,61,32,1014,1012,1009,31,15,10,35,13,60,0.00,6,,3
