GMT,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity, Mean Humidity, Min Humidity, Max Sea Level PressurehPa, Mean Sea Level PressurehPa, Min Sea Level PressurehPa, Max VisibilityKm, Mean VisibilityKm, Min VisibilitykM, Max Wind SpeedKm/h, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,Precipitationmm, CloudCover, Events,WindDirDegrees
2015-8-20,16,13,11,11,8,7,88,69,52,1002,1000,997,10,10,10,23,10,,0.00,6,Rain,49
2015-8-21,16,13,10,10,8,7,94,75,62,997,992,989,31,11,10,21,10,,1.02,6,Rain,26
2015-8-22,14,12,10,12,9,8,95,81,62,1002,994,990,31,11,10,16,6,,9.91,7,Rain,73
2015-8-23,14,12,11,10,9,7,88,80,67,1012,1009,1003,31,13,10,21,11,,0.00,7,Rain,132
2015-8-24,13,11,9,11,8,7,97,87,75,1012,1006,1004,31,12,5,23,5,,9.91,6,Rain,330
2015-8-25,21,16,11,10,8,7,67,53,43,1005,1004,1003,10,10,10,35,21,,0.25,4,Rain,80
2015-8-26,17,13,9,11,7,5,87,71,55,1004,997,989,31,13,10,53,10,48,0.00,6,Rain,28
2015-8-27,17,13,10,9,7,3,76,66,51,993,990,987,10,10,10,35,16,58,0.00,5,Rain,16
2015-8-28,12,10,7,6,3,-1,76,65,41,1007,1000,993,10,10,10,48,23,61,0.00,5,Rain,13
2015-8-29,12,8,4,4,3,1,81,67,54,1015,1012,1008,10,10,10,27,11,,0.00,4,,310
2015-8-30,11,9,6,8,4,1,95,73,59,1021,1019,1015,10,9,6,21,10,,0.00,7,Rain,283
2015-8-31,11,9,7,9,7,5,95,85,66,1025,1023,1021,31,10,5,19,6,,0.00,7,Rain,274
2015-9-1,12,10,8,9,7,5,89,80,57,1028,1027,1024,27,11,9,11,3,,0.00,7,Rain,265
2015-9-2,12,10,8,8,7,5,95,79,67,1028,1027,1025,10,10,10,19,5,,0.00,6,,207
2015-9-3,11,9,8,10,8,6,98,87,73,1025,1022,1020,14,8,0,29,16,,2.03,7,Rain,237
2015-9-4,11,9,7,8,6,4,93,81,71,1028,1026,1024,10,10,10,27,13,,0.00,5,,268
2015-9-5,11,10,9,10,9,7,98,91,82,1024,1019,1018,19,6,1,34,19,,2.03,8,Rain,216
2015-9-6,12,10,8,10,8,7,100,87,77,1021,1020,1017,26,10,2,29,16,47,0.00,7,Rain,175
2015-9-7,14,12,11,11,9,8,88,82,72,1018,1016,1013,31,11,5,45,29,63,0.51,6,Rain,149
2015-9-8,13,12,11,11,9,8,92,85,77,1013,1008,999,26,10,3,63,40,84,0.76,8,Rain,143
2015-9-9,13,11,8,11,9,7,88,81,66,1002,997,991,26,10,5,76,45,103,1.02,7,Rain,140
2015-9-10,12,11,9,9,7,5,92,76,57,1006,999,991,31,12,5,61,37,84,2.03,6,Rain,148
2015-9-11,12,10,8,7,6,5,87,76,62,1006,1004,1002,31,12,10,26,14,,2.03,5,Rain,143
2015-9-12,12,9,7,7,5,4,87,77,56,1004,1004,1003,31,13,10,19,10,,1.02,4,Rain,122
2015-9-13,13,9,5,8,6,3,91,79,60,1003,1001,999,10,10,10,21,5,,0.25,6,Rain,52
2015-9-14,12,9,6,9,7,3,94,82,72,1007,1003,1000,10,10,10,10,3,,0.00,6,,187
2015-9-15,13,10,7,8,5,3,87,72,58,1012,1010,1007,10,10,10,42,11,42,0.00,2,,30
2015-9-16,14,9,5,7,4,2,87,69,53,1011,1009,1007,10,10,10,39,11,,0.00,4,,8
2015-9-17,13,9,6,9,6,4,93,80,62,1008,1008,1007,10,10,10,21,5,,0.00,6,,254
2015-9-18,9,8,6,8,4,2,94,78,65,1012,1010,1008,19,10,10,24,13,,0.00,6,Rain,281
2015-9-19,12,9,6,9,7,1,87,78,58,1011,1005,999,19,10,5,53,27,74,0.51,7,Rain,121
2015-9-20,12,9,7,10,7,4,87,80,71,998,995,992,31,11,7,39,24,,0.51,6,Rain,145
2015-9-21,12,9,6,6,4,2,89,74,54,1006,1000,996,10,10,10,21,14,,0.00,3,Rain,102
2015-9-22,9,7,5,7,4,2,97,80,70,1006,995,985,14,10,6,39,16,48,4.06,6,Rain,129
2015-9-23,10,7,4,5,3,2,93,80,65,990,985,983,10,10,10,21,11,,2.03,4,Rain,85
2015-9-24,9,6,2,5,3,2,97,83,59,1001,996,990,10,10,7,14,5,,0.00,1,Fog,250
2015-9-25,10,8,5,7,4,2,95,79,68,1006,1004,1002,31,12,10,26,10,,0.00,6,Rain,121
2015-9-26,13,11,8,11,7,5,87,78,68,1007,1000,995,31,13,5,50,29,71,2.03,7,Rain,124
2015-9-27,11,8,5,6,4,3,85,75,57,1018,1011,1001,31,12,10,37,21,,2.03,4,Rain,169
2015-9-28,8,7,6,6,4,3,85,79,71,1019,1009,996,26,11,10,24,14,,4.06,6,Rain,86
2015-9-29,9,8,6,5,3,1,87,71,58,1022,1015,1000,31,13,10,42,27,58,0.51,6,Rain,226
2015-9-30,9,8,6,8,6,4,96,87,76,1020,1016,1013,26,11,5,47,31,66,5.08,7,Rain,200
2015-10-1,9,8,6,8,6,2,97,87,67,1013,1007,1005,31,11,3,45,27,,2.03,7,Rain,233
2015-10-2,7,4,2,3,2,-1,87,77,66,1013,1010,1007,31,11,10,32,16,,0.00,6,Rain-Snow,223
2015-10-3,4,2,1,1,0,-1,93,83,75,1007,1003,999,31,13,9,23,10,,0.00,6,Rain-Snow-Hail,99
2015-10-4,11,7,3,8,4,0,93,83,75,999,988,982,11,9,6,52,27,64,8.89,8,Rain,134
2015-10-5,7,6,4,3,2,1,94,76,62,993,990,985,31,12,8,29,18,45,0.25,6,Rain,142
2015-10-6,8,6,3,7,3,2,97,83,66,986,982,980,31,12,8,35,10,50,0.00,6,Rain,135
2015-10-7,8,5,2,5,3,2,87,77,63,998,991,983,18,10,10,34,23,52,0.00,5,Rain,128
2015-10-8,6,4,2,4,2,-1,87,81,66,1002,1000,998,31,11,7,21,11,,4.06,4,Rain,103
2015-10-9,7,4,1,4,2,-2,93,82,66,1014,1007,1002,31,11,10,29,13,,3.05,6,Rain-Snow,244
2015-10-10,7,4,2,4,2,0,97,81,66,1017,1015,1012,11,10,5,19,13,,0.00,6,Rain,108
2015-10-11,7,6,3,4,2,-1,93,73,62,1014,1010,1008,10,10,10,21,10,,0.00,5,Rain,313
2015-10-12,10,7,4,9,4,1,98,84,70,1015,1011,1008,14,10,6,34,14,,0.51,7,Rain,149
2015-10-13,8,6,3,7,3,-11,93,79,18,1012,1008,1006,19,10,8,19,10,,0.00,6,Rain,192
2015-10-14,7,5,3,5,3,1,97,84,66,1014,1011,1010,18,10,6,32,13,,0.00,5,Rain,207
2015-10-15,8,7,5,5,3,0,83,75,61,1021,1018,1014,31,12,10,24,16,,0.00,7,Rain,200
2015-10-16,8,8,7,7,5,3,93,82,71,1021,1018,1016,31,11,7,29,21,,0.00,8,Rain,182
2015-10-17,10,9,7,8,6,3,87,79,69,1016,1012,1008,26,11,5,40,29,58,0.25,7,Rain,167
2015-10-18,9,7,5,8,3,0,93,77,61,1014,1012,1008,31,14,5,27,19,,0.00,6,Rain,205
2015-10-19,8,6,4,5,3,2,99,86,78,1013,1009,1007,31,12,3,21,10,,6.10,6,Rain,99
2015-10-20,6,4,3,4,2,1,96,86,63,1014,999,982,31,12,5,40,14,,3.05,7,Rain,103
2015-10-21,7,4,2,4,2,-1,87,76,63,989,986,982,14,10,9,35,13,,0.00,7,Rain,41
2015-10-22,5,3,2,4,2,0,93,84,75,993,990,984,31,12,8,16,10,,0.51,7,Rain,109
2015-10-23,6,4,3,3,1,-1,87,78,69,985,980,977,31,11,9,27,18,,0.00,6,Rain,45
2015-10-24,3,2,2,1,-3,-6,87,65,52,1000,993,986,10,10,10,37,16,,0.00,6,,13
2015-10-25,3,1,-1,-1,-3,-7,87,72,47,1012,1004,1000,14,10,5,32,18,,0.00,6,Rain-Snow,69
2015-10-26,3,0,-4,-1,-7,-9,90,65,34,1019,1015,1008,10,10,10,27,8,,0.00,,,111
2015-10-27,8,2,-3,5,-3,-9,87,67,34,1018,1012,1005,31,11,10,34,10,60,3.05,7,Rain,85
2015-10-28,11,9,7,11,6,4,99,79,66,1005,999,994,19,11,6,40,23,60,0.00,7,Rain,92
2015-10-29,12,9,7,10,6,1,100,74,54,994,986,980,26,11,10,55,27,72,1.02,6,Rain,97
2015-10-30,8,6,3,7,2,0,100,75,60,997,994,989,26,10,6,40,27,61,0.76,5,Rain-Thunderstorm,115
2015-10-31,7,4,2,3,0,-1,87,72,57,997,994,992,10,10,10,26,14,,0.00,4,Rain,87
2015-11-1,8,5,2,6,2,-1,87,76,58,998,990,985,31,11,10,37,19,50,1.02,6,Rain,115
2015-11-2,7,6,5,5,3,1,96,80,76,996,992,989,31,13,8,32,23,,3.05,6,Rain,188
2015-11-3,6,4,2,3,1,-1,88,80,58,1007,1001,997,31,11,8,27,16,,0.51,5,Rain,189
2015-11-4,6,3,2,2,1,-1,97,81,66,1009,1008,1004,31,14,10,26,11,,0.25,6,Rain,102
2015-11-5,10,7,3,8,5,1,93,80,66,1003,993,987,14,10,7,58,27,80,6.10,7,Rain,97
2015-11-6,9,8,6,7,5,3,87,80,63,987,982,973,26,12,8,24,14,,0.25,7,Rain,81
2015-11-7,7,6,4,5,4,3,94,88,81,981,977,973,31,11,6,35,18,,2.03,7,Rain,219
2015-11-8,6,4,2,4,3,1,93,85,76,982,981,981,31,13,10,34,18,,0.00,6,Rain,207
2015-11-9,3,2,0,1,-1,-3,93,79,59,982,980,979,10,10,10,27,10,,0.00,4,Fog,82
2015-11-10,4,3,2,3,1,0,88,81,73,986,984,979,31,12,10,42,21,61,1.02,5,Rain,122
2015-11-11,6,4,2,3,2,0,94,86,76,984,982,979,26,12,10,32,18,,0.00,6,Rain,126
2015-11-12,2,1,-1,3,-1,-4,95,82,74,989,987,985,31,11,5,27,18,,2.03,4,Rain-Snow,145
2015-11-13,3,0,-3,0,-3,-6,93,77,52,1000,993,988,10,10,10,26,8,,0.00,5,,346
2015-11-14,3,1,-1,-1,-2,-4,87,79,70,1002,1001,999,10,10,10,21,8,,0.00,4,,116
2015-11-15,2,0,-2,-1,-3,-5,97,76,57,1000,996,992,10,10,10,24,13,,0.00,4,Snow,84
2015-11-16,6,2,-2,2,-2,-4,81,64,54,996,992,990,10,10,10,42,21,63,0.00,5,,23
2015-11-17,4,1,-3,3,-6,-8,96,52,29,1004,1000,997,10,10,10,27,18,,0.00,,,73
2015-11-18,0,-2,-5,-7,-8,-11,74,58,41,1015,1008,1004,,,,14,8,,0.00,,,91
2015-11-19,-2,-4,-7,-8,-11,-14,69,57,39,1023,1019,1016,19,11,10,34,18,55,0.00,2,,23
2015-11-20,5,-2,-9,2,-8,-15,97,69,37,1023,1018,1012,26,11,9,27,14,,1.02,7,Rain-Snow,91
2015-11-21,4,1,-2,3,2,0,94,85,70,1018,1014,1011,26,13,10,16,10,,0.00,6,Rain,241
2015-11-22,7,4,2,5,2,0,100,88,76,1017,1008,990,26,11,4,61,13,61,2.03,7,Rain,130
2015-11-23,5,4,3,2,1,-1,91,79,70,991,982,979,26,11,6,60,39,82,3.05,7,Rain-Snow,247
2015-11-24,5,2,-1,1,-2,-4,87,78,65,1000,995,986,31,12,8,26,11,,0.76,7,Rain-Snow,52
2015-11-25,7,2,-2,7,2,-2,98,79,61,1004,1000,990,26,10,3,40,16,,2.03,7,Rain,195
2015-11-26,5,2,0,4,0,-2,100,85,61,990,984,979,26,9,0,48,32,66,1.02,6,Rain-Snow,225
2015-11-27,-2,-3,-4,0,-4,-8,98,85,51,980,978,976,31,9,1,24,14,,2.03,5,Rain-Snow,136
2015-11-28,-4,-7,-9,-3,-9,-13,100,78,51,981,979,978,31,8,1,26,13,,0.00,3,Snow,93
2015-11-29,-1,-6,-10,-3,-9,-14,86,76,58,989,981,977,19,11,5,26,10,,0.00,4,Snow,55
2015-11-30,-3,-6,-8,-4,-6,-9,93,89,75,1003,997,990,10,9,0,26,6,,0.00,4,Snow,126
2015-12-1,2,-2,-6,0,-3,-8,100,86,52,1002,989,983,10,4,0,48,26,69,16.00,7,Snow,80
2015-12-2,-1,-3,-5,-2,-4,-7,100,91,72,987,985,982,31,10,1,29,8,,0.25,4,Snow,153
2015-12-3,-1,-2,-3,-2,-3,-5,100,89,77,990,988,987,31,9,0,21,13,40,4.06,5,Snow,93
2015-12-4,-1,-3,-5,-2,-5,-10,93,79,48,987,975,960,10,9,3,37,13,,0.00,6,Fog-Snow,53
2015-12-5,2,-1,-4,-2,-3,-5,93,76,62,984,971,960,31,12,5,71,35,100,0.00,7,Rain-Snow,5
2015-12-6,-1,-4,-7,-3,-8,-12,96,69,52,1009,999,985,31,11,10,39,23,58,0.00,4,,41
2015-12-7,4,-2,-7,-1,-3,-7,87,67,37,1010,996,964,26,10,1,76,26,109,0.00,7,Rain-Snow,86
2015-12-8,6,-4,-13,4,0,-3,100,78,58,985,966,952,31,11,6,77,48,109,0.76,7,Rain-Snow,154
2015-12-9,1,0,-2,-1,-3,-7,100,77,52,993,990,986,31,10,1,32,14,,0.00,5,Snow,101
2015-12-10,2,-1,-5,-2,-4,-7,86,72,51,999,991,987,10,10,10,37,23,,0.00,6,Snow,23
2015-12-11,-2,-4,-6,-5,-7,-9,93,80,69,1013,1008,1000,10,10,10,11,5,,0.00,2,,150
2015-12-12,-4,-6,-8,-6,-8,-11,86,82,69,1013,1011,1011,10,10,10,11,2,,0.00,2,,114
2015-12-13,-1,-4,-7,-4,-7,-9,86,75,65,1012,1011,1010,19,11,10,19,11,,0.00,4,Snow,98
2015-12-14,4,0,-4,3,-1,-4,93,83,50,1013,1011,1010,26,11,10,19,14,,0.76,7,Rain,135
2015-12-15,4,3,2,2,1,0,93,82,74,1014,1012,1008,31,13,10,21,14,,0.00,5,Rain,135
2015-12-16,3,2,0,0,-2,-4,81,74,65,1008,1001,993,26,11,10,23,13,,0.00,5,,83
2015-12-17,4,2,0,1,-2,-5,84,70,54,992,983,977,26,12,10,34,19,,0.00,7,Rain-Snow,54
2015-12-18,1,-1,-2,-3,-5,-10,80,68,37,992,988,982,31,11,6,35,16,,0.00,6,Snow,72
2015-12-19,3,1,-1,-1,-4,-6,87,67,47,988,977,972,10,10,10,32,16,,0.00,7,Rain,88
2015-12-20,2,1,0,1,-1,-2,94,91,75,981,978,974,26,9,4,23,3,,5.08,7,Fog-Rain-Snow,138
2015-12-21,2,1,0,-1,-2,-3,87,77,63,981,977,972,31,12,5,34,21,,0.00,8,Rain-Snow,84
2015-12-22,2,0,-2,-1,-2,-4,93,83,74,972,970,968,19,9,3,21,10,,0.00,5,Rain-Snow,86
2015-12-23,1,1,-1,0,-1,-3,93,88,77,985,978,971,31,12,3,11,6,,0.00,7,Snow,173
2015-12-24,-2,-3,-5,-2,-7,-13,93,71,36,1003,992,985,31,11,3,47,16,61,0.00,6,Snow,35
2015-12-25,-6,-8,-9,-11,-16,-28,73,52,8,1017,1013,1004,10,10,10,37,10,55,0.00,3,,84
2015-12-26,4,-2,-8,1,-4,-14,87,73,36,1016,1007,1000,31,11,3,35,21,,0.76,4,Rain-Snow,93
2015-12-27,5,3,1,2,-1,-5,87,74,57,1001,990,981,26,10,3,55,24,77,4.06,6,Rain-Snow,115
2015-12-28,3,1,0,6,1,-3,93,87,75,981,974,964,26,10,2,52,23,76,1.02,8,Rain-Snow,143
2015-12-29,2,0,-2,0,-1,-4,97,84,50,982,978,962,31,7,1,42,24,66,6.10,7,Rain-Snow,126
2015-12-30,3,1,0,2,-1,-3,93,80,59,961,956,948,26,11,2,61,32,84,3.05,7,Rain-Snow,236
2015-12-31,1,-1,-2,-1,-3,-8,93,72,36,976,972,960,31,10,1,55,24,72,0.51,7,Snow,159
