CET,Temperatura m‡ximaC,Temperatura mediaC,Temperatura m’nimaC,Punto de roc’oC,MeanDew PointC,Min DewpointC,Max Humedad, Mean Humedad, Min Humedad, Max Presi—n al nivel del marhPa, Mean Presi—n al nivel del marhPa, Min Presi—n al nivel del marhPa, Max VisibilidadKm, Mean VisibilidadKm, Min VisibilidadkM, Max Velocidad del vientoKm/h, Mean Velocidad del vientoKm/h, Max Velocidad de r‡fagasKm/h,Precipitaci—nmm, CloudCover, Eventos,WindDirDegrees
2011-8-27,21,16,11,14,12,10,100,82,53,1020,1015,1010,10,10,6,29,11,,0.00,4,Lluvia,249
2011-8-28,20,16,12,12,10,8,94,71,46,1020,1020,1018,10,10,10,21,10,,0.00,5,,268
2011-8-29,21,14,9,12,9,5,100,72,35,1019,1019,1018,10,10,10,16,8,,0.00,4,,297
2011-8-30,21,14,8,11,8,6,100,70,38,1019,1017,1015,10,10,10,21,5,,0.00,2,,355
2011-8-31,22,16,10,9,8,7,88,61,41,1015,1014,1012,10,10,10,16,10,,0.00,6,,58
2011-9-1,25,19,14,17,14,9,88,72,54,1013,1012,1011,10,10,10,19,10,,0.00,,Lluvia,93
2011-9-2,29,22,15,19,17,14,100,74,42,1013,1012,1011,10,10,10,11,3,,0.00,3,Niebla,221
2011-9-3,30,23,16,19,17,15,100,77,42,1012,1010,1006,10,10,3,27,5,,0.00,3,Niebla-Lluvia-Tormenta,174
2011-9-4,23,18,13,19,16,11,100,86,68,1013,1010,1008,10,10,4,26,11,,0.00,5,Lluvia,243
2011-9-5,20,17,13,13,11,9,94,72,49,1022,1017,1013,10,10,10,32,16,,0.00,3,,232
2011-9-6,22,17,12,13,12,10,94,72,53,1023,1019,1014,10,10,10,37,18,69,0.00,6,,222
2011-9-7,19,16,13,14,11,9,94,74,56,1018,1016,1013,10,10,6,35,23,52,0.00,6,Lluvia,263
2011-9-8,19,16,13,18,13,10,100,85,68,1017,1015,1013,10,10,8,23,11,,0.00,6,Lluvia,229
2011-9-9,25,22,19,19,18,18,94,84,65,1014,1013,1012,10,10,10,16,11,,0.00,6,,212
2011-9-10,31,23,16,19,17,15,100,74,40,1012,1008,1006,,,,26,8,37,0.00,,,195
2011-9-11,20,18,15,16,14,13,94,85,68,1014,1012,1010,10,10,3,21,13,,0.00,5,Lluvia,224
2011-9-12,24,19,14,17,15,13,94,81,64,1015,1014,1013,10,10,10,29,18,45,0.00,6,,221
2011-9-13,21,17,14,16,13,9,88,71,52,1019,1016,1014,10,10,10,19,13,,0.00,5,,269
2011-9-14,21,14,9,10,8,6,94,70,40,1022,1021,1019,10,10,10,16,11,,0.00,2,,283
2011-9-15,21,13,7,11,8,7,100,72,46,1021,1020,1018,10,10,10,16,6,35,0.00,6,Niebla,95
2011-9-16,26,18,11,17,12,8,88,74,51,1018,1014,1011,10,10,10,29,8,32,0.00,4,,146
2011-9-17,18,16,13,13,12,10,94,79,63,1015,1012,1008,10,10,3,24,11,,0.00,6,Lluvia,232
2011-9-18,17,13,9,13,10,8,94,84,59,1008,1007,1006,10,10,10,29,14,,0.00,3,Lluvia,239
2011-9-19,20,16,11,12,11,8,94,78,52,1021,1015,1007,10,10,10,23,16,,0.00,4,,283
2011-9-20,20,16,12,14,12,11,100,79,60,1025,1023,1022,10,10,10,16,8,,0.00,6,,246
2011-9-21,20,18,15,13,12,11,88,72,56,1023,1021,1020,10,10,10,16,6,,0.00,6,,228
2011-9-22,20,16,11,13,10,8,88,68,46,1023,1022,1021,10,10,10,14,8,,0.00,4,,308
2011-9-23,20,14,8,12,9,7,100,79,46,1022,1019,1016,10,10,10,10,3,,0.00,3,Niebla,96
2011-9-24,23,16,8,12,10,7,100,75,44,1016,1015,1014,10,10,10,10,3,,0.00,,Niebla,282
2011-9-25,26,19,12,15,13,11,100,75,44,1020,1018,1016,10,10,10,14,5,,0.00,1,Niebla,213
2011-9-26,26,19,13,15,13,12,100,74,44,1026,1023,1020,10,10,10,13,5,,0.00,,Niebla,235
2011-9-27,26,19,13,16,14,13,100,74,47,1029,1028,1026,10,10,10,11,6,,0.00,6,Niebla,22
2011-9-28,28,20,13,15,13,9,100,68,30,1028,1026,1023,10,10,10,19,6,,0.00,,Niebla,69
2011-9-29,28,19,11,16,13,10,100,68,35,1025,1024,1023,10,10,10,11,3,,0.00,,Niebla,102
2011-9-30,29,20,12,16,13,10,100,69,30,1025,1024,1023,10,10,10,10,2,,0.00,,Niebla,141
2011-10-1,28,20,12,15,12,10,100,66,32,1026,1025,1024,10,10,10,11,2,,0.00,,Niebla,95
2011-10-2,28,19,11,15,12,8,100,71,32,1026,1025,1024,10,10,10,11,3,,0.00,,Niebla,274
2011-10-3,28,19,11,14,11,7,100,66,28,1024,1023,1022,10,10,10,16,5,,0.00,,Niebla,212
2011-10-4,21,16,12,15,13,10,100,77,59,1025,1024,1022,10,9,2,19,8,,0.00,6,,274
2011-10-5,20,17,13,14,13,12,94,78,60,1025,1023,1021,10,10,10,21,8,,0.00,6,,238
2011-10-6,18,14,11,16,11,5,94,77,59,1021,1016,1014,10,10,6,27,16,,0.00,6,Lluvia,249
2011-10-7,15,12,9,10,7,6,94,77,55,1022,1019,1016,10,10,10,24,18,,0.00,4,Lluvia,282
2011-10-8,14,11,8,11,8,7,100,83,67,1023,1022,1021,10,10,4,24,14,,0.00,6,Lluvia,293
2011-10-9,17,14,12,16,14,11,100,92,82,1024,1022,1020,10,8,2,23,13,,0.00,6,Lluvia,279
2011-10-10,18,17,15,14,13,12,94,84,73,1025,1024,1023,10,10,10,24,18,,0.00,6,,264
2011-10-11,17,16,15,13,12,12,88,78,72,1025,1024,1024,10,10,10,23,14,,0.00,7,,258
2011-10-12,17,16,14,13,12,11,88,79,68,1025,1024,1023,10,10,10,21,13,,0.00,6,,268
2011-10-13,20,16,11,15,13,10,100,86,64,1029,1026,1025,10,10,9,14,10,,0.00,5,Lluvia,341
2011-10-14,16,12,9,10,7,4,100,74,48,1029,1028,1027,10,9,7,21,13,,0.00,2,,67
2011-10-15,16,10,4,7,4,2,87,73,55,1027,1025,1023,,,,14,10,,0.00,,,78
2011-10-16,19,10,2,9,6,2,100,79,49,1024,1023,1023,10,10,10,10,2,,0.00,,Niebla,307
2011-10-17,17,11,6,11,9,5,100,85,63,1024,1022,1018,10,8,4,11,6,,0.00,5,,211
2011-10-18,16,12,9,13,10,8,100,91,72,1018,1015,1014,10,9,4,24,14,,0.00,6,Lluvia,233
2011-10-19,14,9,4,8,6,3,100,83,54,1024,1019,1016,10,10,7,23,11,,0.00,4,Lluvia,262
2011-10-20,12,7,2,6,2,-1,100,77,44,1029,1027,1024,10,10,10,19,10,,0.00,3,,321
2011-10-21,12,6,-1,5,1,-1,100,78,47,1029,1027,1023,10,10,10,16,5,,0.00,1,Niebla,147
2011-10-22,12,6,1,7,4,0,100,89,71,1023,1019,1015,10,5,0,14,6,,0.00,5,Niebla,116
2011-10-23,19,11,4,9,6,4,100,80,46,1015,1012,1007,10,9,5,21,6,,0.00,,Niebla,133
2011-10-24,18,12,6,13,8,5,100,78,56,1007,1000,996,10,10,10,21,10,,0.00,6,Lluvia,129
2011-10-25,15,12,9,13,11,8,100,89,72,1005,1000,997,10,10,5,19,11,,0.00,5,Lluvia-Tormenta,190
2011-10-26,16,11,7,8,7,6,93,80,59,1011,1009,1005,10,10,10,21,14,,0.00,5,,178
2011-10-27,17,12,7,11,8,5,88,77,59,1013,1009,1007,10,10,10,16,6,,0.00,6,,132
2011-10-28,17,13,11,13,12,9,94,87,72,1024,1020,1014,10,10,10,11,3,,0.00,5,Lluvia,152
2011-10-29,17,14,12,14,13,12,100,90,77,1024,1023,1022,10,10,6,13,5,,0.00,6,Lluvia,193
2011-10-30,16,13,10,14,11,10,100,88,72,1024,1023,1022,10,8,0,13,6,,0.00,5,Niebla-Lluvia,218
2011-10-31,17,12,7,11,9,7,100,88,63,1021,1017,1013,10,9,6,16,5,,0.00,4,Niebla,145
2011-11-1,13,10,8,12,10,8,100,97,93,1016,1013,1012,10,6,0,11,5,,0.00,5,Niebla-Lluvia,187
2011-11-2,18,13,9,13,11,8,100,90,68,1015,1008,1001,10,4,0,19,8,,0.00,7,Niebla,128
2011-11-3,17,16,13,14,13,12,100,83,77,1001,998,994,10,9,3,16,11,,0.00,6,Lluvia,159
2011-11-4,18,14,11,13,11,9,100,84,56,1001,999,995,10,10,10,23,13,,0.00,6,Lluvia,153
2011-11-5,17,14,13,14,13,12,100,91,77,1009,1003,998,10,9,6,13,8,,0.00,6,Lluvia,38
2011-11-6,15,13,12,13,11,9,100,84,72,1018,1014,1010,10,8,5,37,23,55,0.00,6,,11
2011-11-7,12,11,10,9,8,8,94,86,77,1018,1016,1014,7,5,3,26,18,,0.00,8,,46
2011-11-8,11,10,9,10,9,8,100,95,88,1016,1014,1013,10,5,3,11,6,,0.00,6,Lluvia,140
2011-11-9,17,13,9,11,10,8,100,88,63,1019,1018,1016,10,8,4,13,6,,0.00,6,Niebla,151
2011-11-10,12,10,8,10,8,7,100,93,82,1019,1018,1017,10,6,0,16,6,,0.00,6,Niebla,93
2011-11-11,9,8,7,9,8,7,100,98,93,1021,1018,1017,8,2,0,16,13,,0.00,8,Niebla,109
2011-11-12,17,12,7,12,9,6,100,89,68,1028,1026,1021,8,4,1,13,3,,0.00,5,Niebla,96
2011-11-13,13,10,7,9,8,6,100,89,72,1028,1027,1025,10,8,4,23,8,,0.00,3,,82
2011-11-14,13,9,5,6,5,4,100,86,62,1025,1022,1019,10,7,5,13,8,,0.00,6,Niebla,82
2011-11-15,7,4,3,5,3,2,100,94,81,1019,1017,1016,10,6,2,14,10,,0.00,5,,78
2011-11-16,4,3,2,4,3,1,100,99,93,1020,1019,1017,6,1,0,13,8,,0.00,8,Niebla,102
2011-11-17,13,8,3,11,8,3,100,97,82,1024,1022,1019,10,6,1,10,3,,0.00,6,Niebla,184
2011-11-18,14,10,6,11,7,4,100,89,51,1023,1021,1018,10,4,0,10,3,,0.00,5,Niebla,136
2011-11-19,13,8,3,7,5,3,100,87,63,1018,1017,1016,10,8,1,11,3,,0.00,1,Niebla,86
2011-11-20,14,7,1,9,5,1,100,92,67,1020,1018,1017,10,5,0,8,2,,0.00,3,Niebla,4
2011-11-21,14,8,2,10,7,2,100,94,72,1017,1015,1014,10,4,0,6,2,,0.00,1,Niebla,59
2011-11-22,14,8,3,9,6,3,100,91,67,1022,1018,1015,8,5,0,8,2,,0.00,,Niebla,26
2011-11-23,13,9,6,11,9,5,100,95,82,1031,1027,1022,6,4,1,13,5,,0.00,5,Niebla,332
2011-11-24,10,8,7,10,8,6,100,95,93,1032,1031,1029,7,3,0,11,5,,0.00,7,Niebla,142
2011-11-25,9,7,4,8,6,4,100,95,87,1032,1029,1028,8,5,2,14,10,,0.00,7,Niebla-Lluvia,220
2011-11-26,8,7,5,7,6,5,100,96,93,1034,1032,1029,10,5,0,19,10,,0.00,7,Niebla,213
2011-11-27,14,10,6,11,8,5,100,91,77,1029,1026,1025,10,10,4,23,14,,0.00,6,Lluvia,237
2011-11-28,9,6,3,8,6,2,100,96,87,1029,1026,1022,10,7,0,11,5,,0.00,5,Niebla,182
2011-11-29,11,8,5,10,6,4,100,92,82,1022,1018,1016,10,7,2,24,11,45,0.00,6,Niebla-Lluvia,194
2011-11-30,12,8,4,9,6,4,100,90,62,1028,1025,1020,10,9,6,13,8,,0.00,3,Niebla,206
2011-12-1,13,9,5,11,8,4,100,89,67,1021,1015,1008,10,9,3,27,14,48,0.00,6,Niebla-Lluvia,197
2011-12-2,12,8,5,10,6,2,94,82,58,1019,1014,1007,10,10,8,29,18,48,0.00,5,Lluvia,262
2011-12-3,12,9,6,11,8,4,100,93,81,1018,1012,1008,10,10,5,29,18,50,0.00,6,Lluvia,226
2011-12-4,13,11,9,12,11,7,100,92,82,1010,1006,998,10,9,4,37,19,58,0.00,6,Lluvia,237
2011-12-5,9,6,3,7,4,2,93,83,66,1013,1010,1002,10,10,6,27,18,,0.00,4,Lluvia,257
2011-12-6,9,7,5,6,4,3,100,85,71,1014,1012,1011,10,10,10,26,16,,0.00,6,Lluvia,248
2011-12-7,11,8,6,8,7,4,93,85,71,1023,1014,1010,10,10,6,40,23,66,0.00,6,Lluvia,258
2011-12-8,12,8,4,9,6,3,100,90,72,1025,1021,1014,10,10,6,32,14,53,0.00,6,Lluvia,221
2011-12-9,11,9,7,9,8,6,100,93,87,1015,1014,1012,10,9,5,29,18,48,0.00,6,Lluvia,248
2011-12-10,10,6,1,5,3,1,100,89,62,1019,1017,1015,10,10,10,13,5,,0.00,3,,272
2011-12-11,10,3,-2,9,3,-2,100,99,93,1019,1013,1006,10,6,0,19,5,,0.00,5,Niebla-Lluvia,193
2011-12-12,10,8,5,9,5,3,100,84,66,1015,1010,1004,10,10,3,26,18,47,0.00,4,Lluvia,232
2011-12-13,12,9,7,10,6,3,100,82,66,1009,1002,998,10,9,3,45,32,76,0.00,5,Lluvia,219
2011-12-14,9,7,5,7,4,1,100,79,62,1007,1003,997,10,10,10,39,24,61,0.00,5,Lluvia,220
2011-12-15,9,7,5,7,3,2,100,82,66,1009,1007,998,10,10,9,34,26,50,0.00,6,Lluvia,222
2011-12-16,13,8,3,12,6,0,100,89,70,1001,989,978,10,9,6,47,34,74,0.00,5,Lluvia,257
2011-12-17,8,4,2,4,2,1,100,88,71,1011,1008,1001,10,10,7,24,16,,0.00,3,Lluvia-Tormenta,272
2011-12-18,5,3,1,2,1,-3,100,84,57,1018,1016,1012,10,10,10,21,14,,0.00,4,Lluvia,279
2011-12-19,5,1,-2,5,1,-2,100,99,93,1022,1019,1013,10,6,0,21,11,,0.00,5,Niebla-Lluvia,224
2011-12-20,9,7,4,7,5,2,100,87,66,1021,1015,1011,10,9,5,26,13,,0.00,6,Lluvia,280
2011-12-21,12,9,6,11,8,4,100,96,87,1023,1020,1017,10,7,3,19,11,,0.00,6,Lluvia,255
2011-12-22,12,10,9,11,9,6,100,88,71,1029,1027,1024,10,9,6,26,14,35,0.00,6,,291
2011-12-23,10,9,8,8,7,4,100,88,76,1029,1023,1016,10,9,7,29,11,50,0.00,7,Lluvia,228
2011-12-24,9,6,3,4,2,1,93,80,66,1035,1031,1020,10,10,6,34,18,55,0.00,2,Lluvia,276
2011-12-25,9,7,4,7,5,3,93,87,82,1038,1035,1033,10,10,10,16,10,,0.00,6,,232
2011-12-26,12,7,2,7,5,2,100,88,67,1039,1038,1037,10,10,9,11,6,,0.00,5,Niebla,204
2011-12-27,4,1,-1,4,2,-1,100,100,100,1038,1036,1033,8,1,0,13,3,,0.00,7,Niebla,145
2011-12-28,7,3,0,6,3,0,100,97,87,1033,1028,1025,10,5,1,19,13,35,0.00,7,,215
2011-12-29,8,6,3,5,2,1,87,82,66,1030,1027,1020,10,10,10,29,16,45,0.00,5,Lluvia,253
2011-12-30,9,7,6,7,4,3,100,85,66,1022,1020,1016,10,9,3,29,19,,0.00,6,Lluvia,265
2011-12-31,13,10,7,11,10,6,100,94,88,1017,1015,1014,10,9,3,26,14,,0.00,6,Lluvia,250
